22,nelements,Formula,Spacegroup,Bandgap (meV),Is gap direct?,Discovery process,Decomposition energy (meV/atom),Exfoliation energy (meV/atom),Obtained from
2dm-4871,4,LiNiPO4,Pmma,2713,FALSE,top-down,338,,mp-761990
2dm-4874,4,Ca3Fe2Cl2O5,P4/mmm,741,FALSE,top-down,65,,mp-566329
2dm-4886,4,LiSO3F,C2/m,6264,TRUE,top-down,0,48,mp-7744
2dm-4887,4,HoH2ClO2,P2_1/m,4420,TRUE,top-down,8,94,mp-976713
2dm-4896,4,Sr2CrSO3,Pmmn,0,FALSE,top-down,224,54,mvc-3234
2dm-4900,4,LiCu2(CO3)2,P1,0,FALSE,top-down,70,53,mp-760546
2dm-4913,4,Hg3AsSe4I,P3m1,1785,TRUE,top-down,9,140,mp-570084
2dm-4914,4,Ag2Bi2S3Cl2,P-1,1562,FALSE,top-down,13,69,mp-559071
2dm-4918,4,SrTiSi2O7,Pmma,3617,FALSE,top-down,72,112,mp-559208
2dm-4920,4,Ba2TlNi2O7,P4/mmm,0,FALSE,top-down,356,24,mvc-2990
2dm-4926,4,Sr2TaCu2O7,Pmc2_1,0,FALSE,top-down,307,21,mvc-309
2dm-4935,4,NaAsH4O5,P2_1/m,3480,FALSE,top-down,107,143,mp-696175
2dm-4936,4,CaB2(HO)8,P-1,4453,FALSE,top-down,79,73,mp-721875
2dm-4941,4,MnSbSe2I,P2/m,73,FALSE,top-down,72,189,mp-570268
2dm-4944,4,MnSbSe2Br,P2/m,0,FALSE,top-down,102,,mp-655834
2dm-4952,4,YbH2ClO2,P2_1/m,0,FALSE,top-down,151,77,mp-979964
2dm-4953,4,MnSbS2Cl,Pmc2_1,212,FALSE,top-down,,204,mp-555844
2dm-4962,4,LiCrSiO4,P2_1/m,3012,FALSE,top-down,113,112,mp-850469
2dm-4969,4,SbTeClO3,Pmn2_1,3220,FALSE,top-down,42,141,mp-559379
2dm-4974,4,SrH4(ClO)2,P2/c,4657,TRUE,top-down,53,91,mp-643026
2dm-4976,4,BiP(PbO2)4,P-1,2943,TRUE,top-down,20,57,mp-581609
2dm-4977,4,Mn3Co2Te3O16,P1,503,FALSE,top-down,96,,mp-774178
2dm-4979,4,Ba2Tl2Co3O10,P1,0,FALSE,top-down,579,,mvc-3030
2dm-4984,4,LiFeSiO4,P2_1/m,2152,FALSE,top-down,131,,mp-762648
2dm-4986,4,MnH2SO4,Pc,4174,FALSE,top-down,51,24,mp-505181
2dm-4992,4,Sr2Cu2SbO7,Pmc2_1,0,FALSE,top-down,291,24,mvc-273
2dm-4996,4,TiZn(GeO3)2,P2_1/c,2273,FALSE,top-down,58,,mvc-8162
2dm-4998,4,TcSO6F,P2_1/c,2826,FALSE,top-down,0,30,mp-561392
2dm-5003,4,LiV3(TeO6)2,P-1,2092,TRUE,top-down,18,62,mp-565939
2dm-5008,4,Tl2Cu3(SeO3)6,P-1,162,FALSE,top-down,16,,mp-558944
2dm-5011,4,Sr2MnSO3,P4/nmm,0,FALSE,top-down,176,55,mvc-3229
2dm-5015,4,SbPb2S2I3,P2_1/c,2030,TRUE,top-down,48,,mp-578882
2dm-5017,4,BaTi2TlO6,Pm,0,FALSE,top-down,407,3,mvc-10813
2dm-5022,4,CaZn2(PO)2,P-3m1,0,FALSE,top-down,1135,,mp-634817
2dm-5023,4,Sr2Cu(IO)2,P4/mmm,0,FALSE,top-down,0,41,mp-549487
2dm-5025,4,LiFe2O2F3,Cm,1494,FALSE,top-down,215,185,mp-782683
2dm-5031,4,MgBiPO6,P2_1/m,0,FALSE,top-down,261,84,mvc-11925
2dm-5034,4,As2PHO6,P2_1,4527,FALSE,top-down,36,,mp-707231
2dm-5036,4,LiV(OF)2,P2_1/m,2353,FALSE,top-down,21,63,mp-772395
2dm-5039,4,Nb2Zn2CuO8,P-1,366,FALSE,top-down,134,,mvc-4
2dm-5041,4,GaH5(NF)2,P2/m,2814,TRUE,top-down,102,32,mp-759288
2dm-5043,4,ZnGaNO,Pmc2_1,1103,TRUE,top-down,203,,mp-558481
2dm-5047,4,Zn2Cu(AsO4)2,P-1,617,FALSE,top-down,42,,mp-6278
2dm-5055,4,Li2CoP2O7,P-42_1m,3330,FALSE,top-down,150,131,mp-761663
2dm-5056,4,Ba2TlBi2O7,P4/mmm,0,FALSE,top-down,169,14,mvc-2597
2dm-5058,4,TaTl(CuS2)2,Pma2,1424,TRUE,top-down,76,,mp-9815
2dm-5065,4,Sr2Cu2WO7,Pm,0,FALSE,top-down,445,24,mvc-866
2dm-5069,4,LiCo7O7F,P3m1,0,FALSE,top-down,278,240,mp-764039
2dm-5071,4,KCSN,Pbcm,4566,TRUE,top-down,40,,mp-6511
2dm-5081,4,AgPb4ClO4,P4/n,2822,FALSE,top-down,60,110,mp-560923
2dm-5085,4,LaCrBiO6,Pc,1744,FALSE,top-down,128,1,mvc-10030
2dm-5092,4,Li3TeHO4,P2_1/m,3979,FALSE,top-down,3,44,mp-696949
2dm-5098,4,NdTeBrO3,P4/nmm,528,FALSE,top-down,86,,mp-556060
2dm-5101,4,Sr2CoClO3,P4/nmm,0,FALSE,top-down,36,35,mp-505678
2dm-5102,4,LiH2IO,Pmc2_1,3107,TRUE,top-down,49,99,mp-643708
2dm-5104,4,Sr2Cr2GaO7,Pmc2_1,0,FALSE,top-down,321,17,mvc-340
2dm-5107,4,KHCO2,Pmma,4667,FALSE,top-down,175,,mp-643989
2dm-5113,4,RbSbBrF3,P-1,3760,FALSE,top-down,39,94,mp-555234
2dm-5119,4,LiV2OF5,Cm,2033,FALSE,top-down,125,104,mp-765917
2dm-5121,4,LiAg(CO2)2,P-1,2151,FALSE,top-down,184,,mp-985575
2dm-5131,4,AgHgSI,Pmma,862,FALSE,top-down,51,112,mp-558446
2dm-5134,4,SrSbSe2F,P4/nmm,58,TRUE,top-down,29,58,mp-556194
2dm-5162,4,Li4Fe(PO4)2,P-1,4111,FALSE,top-down,114,83,mp-772126
2dm-5171,4,NaCSN,Pmn2_1,4105,FALSE,top-down,61,36,mp-556012
2dm-5182,4,SrH2I2O,Pmn2_1,4276,TRUE,top-down,0,,mp-703295
2dm-5187,4,TiZn(BiO3)2,P4mm,0,FALSE,top-down,675,723,mvc-16271
2dm-5196,4,Li3Fe3(OF)4,Pm,1627,TRUE,top-down,107,50,mp-782685
2dm-5209,4,InTeClO3,Pmna,3256,FALSE,top-down,0,53,mp-557992
2dm-5212,4,LiFeBO4,P2_1/m,1,FALSE,top-down,119,,mp-777222
2dm-5215,4,LiNiPO4,P2,2033,FALSE,top-down,406,,mp-765817
2dm-5224,4,LiCoPO4,P2_1/m,2709,TRUE,top-down,106,112,mp-761976
2dm-5225,4,NaB(HO)4,P-1,4608,TRUE,top-down,39,,mp-707419
2dm-5231,4,MnSbS2Br,P2/m,246,TRUE,top-down,111,197,mp-554061
2dm-5233,4,Sr2FeBrO3,P4/nmm,1072,FALSE,top-down,0,24,mp-566641
2dm-5241,4,MnBiS2Cl,Pmc2_1,230,FALSE,top-down,159,260,mp-558130
2dm-5242,4,Sr2Cu2SnO7,Pmc2_1,0,FALSE,top-down,163,26,mvc-277
2dm-5246,4,LiAg(CO2)2,Pc,2583,FALSE,top-down,195,,mp-985572
2dm-5248,4,AgBi(PS3)2,P-1,1472,TRUE,top-down,0,96,mp-556434
2dm-5254,4,BaTl(MoO3)2,Pm,0,FALSE,top-down,469,16,mvc-529
2dm-5257,4,CuHClO,P2_1/c,19,FALSE,top-down,75,82,mp-643743
2dm-5259,4,CdBiClO2,P2_1/m,3171,FALSE,top-down,37,169,mp-550553
2dm-5270,4,CuH4(IO4)2,P2_1/c,848,FALSE,top-down,84,,mp-756758
2dm-5273,4,CaP(HO3)2,Pc,201,FALSE,top-down,291,61,mp-644443
2dm-5276,4,CdInGaS4,P3m1,0,FALSE,top-down,343,78,mp-624929
2dm-5277,4,LiBiB2O5,P2_1,2960,FALSE,top-down,112,77,mp-768812
2dm-5284,4,MgGe2WO6,P2/c,2246,FALSE,top-down,159,36,mvc-8418
2dm-5285,4,GaH3NF3,Pma2,2598,FALSE,top-down,154,230,mp-643759
2dm-5287,4,Sr3Cr2S2O5,P4/mmm,0,FALSE,top-down,299,,mvc-3223
2dm-5289,4,Sr2FeClO3,P4/nmm,1021,FALSE,top-down,0,35,mp-630641
2dm-5293,4,Li2Ta2(OF2)3,C2,3805,FALSE,top-down,0,71,mp-561011
2dm-5301,4,Li5NiOF5,P3m1,1705,FALSE,top-down,103,39,mp-765877
2dm-5302,4,KH3C2O3,P-1,4676,TRUE,top-down,135,17,mp-643365
2dm-5307,4,TaNb2Zn2O8,P-1,0,FALSE,top-down,183,111,mvc-10
2dm-5313,4,Nb2Zn2CrO8,Pc,911,FALSE,top-down,122,,mvc-424
2dm-5317,4,CaTi(GeO3)2,P2_1/c,2408,FALSE,top-down,36,,mvc-8112
2dm-5320,4,Nb2Zn2SbO8,Pc,0,FALSE,top-down,201,,mvc-3
2dm-5321,4,Sr2Cu2MoO7,Pm,0,FALSE,top-down,375,24,mvc-832
2dm-5324,4,LiIn(IO3)4,P-1,3138,FALSE,top-down,17,75,mp-973966
2dm-5332,4,CrHg(PbO3)2,P-1,2269,FALSE,top-down,29,92,mp-566001
2dm-5333,4,Nb2Zn2CoO8,P2/c,2423,FALSE,top-down,104,,mvc-417
2dm-5334,4,CrSb(PO4)2,P2_1/m,1973,FALSE,top-down,119,68,mp-775076
2dm-5337,4,LiFePO4,P2_1/m,3892,TRUE,top-down,106,98,mp-761468
2dm-5344,4,CdH2SeO4,Pmn2_1,4202,FALSE,top-down,14,33,mp-697264
2dm-5351,4,FeSb(PO4)2,P2_1/m,1904,FALSE,top-down,109,94,mp-861596
2dm-5355,4,LiTePO5,P2_1/m,3787,FALSE,top-down,117,,mp-782065
2dm-5356,4,SrVSi2O7,Pmma,2488,FALSE,top-down,70,122,mp-566572
2dm-5360,4,Sr2GaBi2O7,P2_1,178,FALSE,top-down,115,43,mvc-10772
2dm-5364,4,Bi3Se2ClO8,Pmmn,736,TRUE,top-down,284,,mvc-1220
2dm-5367,4,LiSb3(PO5)2,P1,3557,FALSE,top-down,94,,mp-758492
2dm-5368,4,LiNi(PS3)2,P312,31,FALSE,top-down,36,63,mp-557500
2dm-5372,4,LiBi(PO3)4,P1,3956,FALSE,top-down,134,,mp-759141
2dm-5377,4,CdInGaS4,P3m1,496,FALSE,top-down,82,35,mp-630773
2dm-5378,4,NaW2(Br3O)2,P2/m,0,FALSE,top-down,81,75,mp-557030
2dm-5385,4,Ba2InBrO3,P4/nmm,2020,FALSE,top-down,0,36,mp-555212
2dm-5386,4,H2Pb4SO8,P-1,2877,FALSE,top-down,24,48,mp-697676
2dm-5393,4,LiCu(PO3)4,P1,529,FALSE,top-down,100,112,mp-672966
2dm-5403,4,LiFe2OF5,Cm,2755,FALSE,top-down,122,100,mp-777198
2dm-5405,4,CdBiSe2I,P2/m,636,FALSE,top-down,182,247,mp-570961
2dm-5406,4,NaSb(PS3)2,P2_1/c,1857,FALSE,top-down,21,,mp-554384
2dm-5408,4,Co2TeCl2O3,P2_1/m,1681,FALSE,top-down,0,105,mp-561643
2dm-5409,4,ZnGe2WO6,P2_1/c,1904,FALSE,top-down,102,,mvc-8407
2dm-5413,4,Li3V4O11F,P1,2347,TRUE,top-down,109,,mp-853141
2dm-5418,4,TlMo2Cl7O2,P-1,2164,FALSE,top-down,41,,mp-566031
2dm-5421,4,LiCuPO4,Pmma,0,FALSE,top-down,287,,mp-755245
2dm-5423,4,AgHgAsS3,Pc,1500,FALSE,top-down,56,,mp-6215
2dm-5424,4,CdBiSe2Br,Pmc2_1,789,FALSE,top-down,136,228,mp-570590
2dm-5431,4,Sr2CoCu2O7,Pmc2_1,0,FALSE,top-down,88,24,mvc-15100
2dm-5436,4,CuB2(CN)8,C2/m,884,FALSE,top-down,514,77,mp-568532
2dm-5439,4,Sr2VCu2O7,Pm,0,FALSE,top-down,267,-23,mvc-887
2dm-5441,4,Sr2GaSb2O7,P2_1,205,FALSE,top-down,173,76,mvc-10751
2dm-5447,4,NaTm(SO4)2,P2_1/m,5199,TRUE,top-down,0,,mp-7719
2dm-5452,4,ZnH6(SeO4)2,P2_1/c,3915,FALSE,top-down,53,82,mp-766515
2dm-5454,4,MgTi(GeO3)2,P2_1/c,2106,FALSE,top-down,61,,mvc-8038
2dm-5462,4,BaTlV2O6,P1,0,FALSE,top-down,482,,mvc-3402
2dm-5479,4,Li2V(CO3)2,P-3,2496,FALSE,top-down,68,70,mp-765404
2dm-5480,4,ErAg(PSe3)2,P312,1767,FALSE,top-down,0,77,mp-13384
2dm-5489,4,SrP2(HO)4,P2/c,5165,FALSE,top-down,15,24,mp-24297
2dm-5513,4,KHCO3,P2_1,4470,TRUE,top-down,53,90,mp-634431
2dm-5521,4,FePb2(CN)6,P-3,3329,FALSE,top-down,200,150,mp-21239
2dm-5526,4,CuWO3F2,Pmma,0,FALSE,top-down,156,236,mp-565766
2dm-5536,4,LaWClO4,Pmn2_1,2627,FALSE,top-down,63,113,mp-565839
2dm-5539,4,Li3Co(NiO3)2,P2/m,376,FALSE,top-down,124,140,mp-771783
2dm-5541,4,VAg(PS3)2,P2/c,0,FALSE,top-down,29,67,mp-6462
2dm-5547,4,BaTlCuO4,P4/mmm,0,FALSE,top-down,510,408,mvc-11834
2dm-5555,4,Ba2Mn2TlO7,P4/mmm,0,FALSE,top-down,268,,mvc-13314
2dm-5560,4,Na2H10SO5,Pmma,2207,FALSE,top-down,65,89,mp-24029
2dm-5567,4,AgBi(PSe3)2,P3,1465,FALSE,top-down,0,81,mp-569126
2dm-5573,4,ZnH4(NO4)2,P2_1/c,3304,FALSE,top-down,21,55,mp-696291
2dm-5575,4,LiCoSiO4,P2_1/m,812,FALSE,top-down,185,,mp-762860
2dm-5578,4,TmAg(PSe3)2,P312,1799,FALSE,top-down,0,77,mp-13385
2dm-5580,4,CeZnPO,P-3m1,0,FALSE,top-down,45,,mp-13207
2dm-5586,4,LiMn5O5F,P3m1,0,FALSE,top-down,373,304,mp-764332
2dm-5587,4,LiNiPO4,P2_1/m,3712,FALSE,top-down,82,112,mp-778296
2dm-5595,4,Mg3Si2H4O9,P31m,3728,TRUE,top-down,26,51,mp-24097
2dm-5597,4,LiCdPO4,P2_1/m,2974,FALSE,top-down,162,,mp-9018
2dm-5598,4,Ba2Mn3Tl2O10,P1,0,FALSE,top-down,458,,mvc-3169
2dm-5605,4,BaSn2(HO2)2,P2_1,3079,FALSE,top-down,0,,mp-696946
2dm-5606,4,InBi2Se4Br,P2_1/m,1449,FALSE,top-down,33,130,mp-571169
2dm-5612,4,CuHgSeCl,Pmc2_1,820,TRUE,top-down,33,110,mp-569687
2dm-5616,4,NaTiCuS3,P2_1/m,321,FALSE,top-down,91,,mp-505171
2dm-5618,4,CuHgSeBr,Pmma,940,FALSE,top-down,50,93,mp-567720
2dm-5620,4,Ta2VZn2O8,P2/c,1124,FALSE,top-down,105,119,mvc-2633
2dm-5621,4,VAg2PO6,C2/m,2043,FALSE,top-down,94,,mp-565532
2dm-5622,4,Li2VP4O13,P-1,1803,FALSE,top-down,47,,mp-704203
2dm-5623,4,Li3V2(O2F)2,Pm,1176,FALSE,top-down,146,,mp-764427
2dm-5634,4,LiSb(PO3)4,P2/c,3708,FALSE,top-down,119,103,mp-759587
2dm-5642,4,Li2Sn(PO3)4,P2,1302,FALSE,top-down,147,169,mp-863365
2dm-5643,4,CuH2SO5,P-1,233,FALSE,top-down,54,113,mp-24522
2dm-5644,4,LiSb(PO3)4,P2_1,4619,FALSE,top-down,60,63,mp-673126
2dm-5648,4,AgCN3O2,Pbcm,2769,TRUE,top-down,608,,mp-560460
2dm-5649,4,BaH6C4O7,P-1,2662,FALSE,top-down,217,93,mp-723120
2dm-5652,4,Li5Zn4(BO3)4,P1,47,FALSE,top-down,91,,mp-756306
2dm-5658,4,NaH3C2O5,P-1,3195,TRUE,top-down,151,121,mp-696174
2dm-5663,4,VH2SeO5,P-1,2311,FALSE,top-down,51,80,mp-743869
2dm-5665,4,Cu3Se2(ClO3)2,P-1,58,FALSE,top-down,14,49,mp-557946
2dm-5670,4,V2Ni(PO5)2,P2_1/c,2890,FALSE,top-down,344,-6,mp-646579
2dm-5672,4,CuB2(PbO3)2,P2_1/c,777,FALSE,top-down,208,,mp-554812
2dm-5677,4,Li2FeP4O13,P-1,47,FALSE,top-down,74,,mp-763647
2dm-5678,4,PtCI2O,P2_1/c,1550,FALSE,top-down,94,,mp-558381
2dm-5680,4,AgMo3(PO7)2,P2_1/m,1961,FALSE,top-down,14,,mp-25081
2dm-5681,4,Li2MoP4O13,P-1,1925,FALSE,top-down,54,,mp-704204
2dm-5683,4,CaAsH5O6,Pc,3465,TRUE,top-down,93,-1,mp-754855
2dm-5685,4,Sr2FeCu2O7,Pmc2_1,0,FALSE,top-down,133,25,mvc-839
2dm-5687,4,V3Co3(TeO8)2,P1,464,TRUE,top-down,124,13,mp-775162
2dm-5688,4,UP2(PbO5)2,P-1,1718,FALSE,top-down,114,169,mp-562080
2dm-5692,4,LiFe3(OF3)2,Pmn2_1,1258,FALSE,top-down,216,163,mp-777220
2dm-5693,4,MgH4(NO4)2,P2_1/c,3568,FALSE,top-down,29,57,mp-864887
2dm-5695,4,SrPH3O4,P2_1/c,4439,TRUE,top-down,18,62,mp-24171
2dm-5696,4,Nb2Zn2WO8,P-1,326,FALSE,top-down,207,112,mvc-551
2dm-5697,4,CuS4BrN4,P2_1/c,932,FALSE,top-down,216,,mp-557980
2dm-5698,4,LiSn2P3O10,P2_1/m,3023,TRUE,top-down,42,6,mp-673134
2dm-5699,4,Nb2Zn2FeO8,P2/c,2333,FALSE,top-down,101,,mvc-3393
2dm-5701,4,Li2CrP4O13,P1,650,FALSE,top-down,87,,mp-31739
2dm-5702,4,Li3Sb2(PO4)3,P-3,3308,FALSE,top-down,98,,mp-761135
2dm-5712,4,KCrIO6,P2_1/c,2684,FALSE,top-down,56,103,mp-566379
2dm-5717,4,LiV(SO4)3,P-1,1129,FALSE,top-down,40,31,mp-764393
2dm-5719,4,LiNiPO4,P2_1,2532,FALSE,top-down,200,,mp-762001
2dm-5722,4,Li2Cr(PO4)2,P-3,0,FALSE,top-down,472,454,mp-764976
2dm-5726,4,NaH4BrO2,P2_1/c,3863,FALSE,top-down,64,70,mp-23674
2dm-5731,4,ZnP2WO7,P-1,1400,FALSE,top-down,280,133,mvc-6997
2dm-5732,4,RbV3(SeO6)2,P3,2331,FALSE,top-down,,92,mp-25135
2dm-5736,4,NaSbMoO5,P2_1/c,3445,FALSE,top-down,123,,mp-637336
2dm-5742,4,CuH2SeO5,P-1,0,FALSE,top-down,44,,mp-23955
2dm-5747,4,VSb(PO4)2,P2_1/m,1888,TRUE,top-down,111,,mp-774151
2dm-5750,4,Sr2Cu2TeO7,Pmc2_1,0,FALSE,top-down,314,26,mvc-274
2dm-5754,4,Ta2Te4Br10O,P-1,1083,FALSE,top-down,5,106,mp-560333
2dm-5755,4,Li2Fe(PO3)4,P-1,4136,FALSE,top-down,138,,mp-763769
2dm-5757,4,KBi(PS3)2,P2_1,1736,FALSE,top-down,78,171,mp-557437
2dm-5758,4,CrAg(PS3)2,P2/c,968,FALSE,top-down,0,64,mp-557592
2dm-5759,4,Li3Sb2(PO4)3,C2,3937,FALSE,top-down,160,,mp-759128
2dm-5762,4,CaH4(ClO)2,Pnc2,5041,FALSE,top-down,37,68,mp-696166
2dm-5764,4,ZnCu(GeO3)2,P2_1/c,28,TRUE,top-down,151,,mvc-8020
2dm-5768,4,LiHSO4,P2_1/c,5346,TRUE,top-down,37,84,mp-643458
2dm-5769,4,ZnH4(ClO3)2,P2_1/c,2822,FALSE,top-down,115,,mp-690650
2dm-5773,4,Li2FeP2O7,P-42_1m,3912,FALSE,top-down,155,125,mp-765934
2dm-5774,4,Ca2MgSi2O7,P-42_1m,3147,TRUE,top-down,435,373,mp-677780
2dm-5782,4,LiV2NiO6,P2/c,1354,FALSE,top-down,238,,mp-771667
2dm-5785,4,CeP3H8O7,P-1,311,FALSE,top-down,49,42,mp-505610
2dm-5790,4,AlH4(SeO4)2,P2_1/c,0,FALSE,top-down,95,76,mp-699431
2dm-5792,4,ZnC2(SN)2,P-1,3895,FALSE,top-down,146,,mp-680579
2dm-5794,4,Li3BiH8O7,P-1,3628,FALSE,top-down,66,49,mp-769868
2dm-5796,4,BaTl(WO3)2,P1,0,FALSE,top-down,429,20,mvc-438
2dm-5801,4,AuSeClO3,P-1,1493,FALSE,top-down,0,,mp-560549
2dm-5805,4,V3Se2ClO8,P-1,1657,FALSE,top-down,189,37,mvc-1433
2dm-5806,4,LaPb6ClO7,C2/m,2201,TRUE,top-down,0,52,mp-556523
2dm-5813,4,CaGe2WO6,P2_1/c,1423,FALSE,top-down,94,,mvc-8433
2dm-5821,4,ScAg(PSe3)2,P312,1667,FALSE,top-down,0,74,mp-13383
2dm-5836,4,ScAg(PS3)2,P312,2044,FALSE,top-down,0,68,mp-8616
2dm-5840,4,VAg(HO2)2,P2_1/m,2194,FALSE,top-down,146,126,mp-25720
2dm-5841,4,LiCoPO4,P-31m,0,FALSE,top-down,423,292,mp-765409
2dm-5844,4,ZnB2(CN)8,P-3m1,5220,FALSE,top-down,455,79,mp-569303
2dm-5845,4,ZnCu(GeO3)2,P2/c,166,TRUE,top-down,170,192,mvc-8085
2dm-5846,4,LiCuPO4,P-42_1m,0,FALSE,top-down,96,50,mp-758531
2dm-5847,4,TiNb2Zn2O8,P-1,229,FALSE,top-down,163,,mvc-3345
2dm-5849,4,Hg3SbAsS3,P2_1/c,1495,FALSE,top-down,32,102,mp-554950
2dm-5850,4,Mn3V3(TeO8)2,P1,974,FALSE,top-down,126,51,mp-773550
2dm-5853,4,KRbMg6O7,P4mm,58,FALSE,top-down,491,27,mp-1031270
2dm-5859,4,Li2Mo(PO4)2,P-3,0,FALSE,top-down,410,425,mp-585209
2dm-5869,4,RbHgSbSe3,P2_1/c,1842,TRUE,top-down,,,mp-6300
2dm-5874,4,Li2V(CO3)3,Pma2,2600,FALSE,top-down,,57,mp-763499
2dm-5875,4,MgSb3P3O13,P2_1/m,2285,FALSE,top-down,198,,mvc-10249
2dm-5876,4,Ba2Tl2Sn3O10,P1,0,FALSE,top-down,337,,mvc-2923
2dm-5877,4,CaPH5O6,Pc,4746,TRUE,top-down,,54,mp-24389
2dm-5882,4,Cr3Se2ClO8,P2_1/m,497,FALSE,top-down,183,35,mvc-1466
2dm-5885,4,NaH4ClO2,P2_1/c,4438,TRUE,top-down,72,71,mp-504600
2dm-5886,4,Li3Sn(PO3)6,P1,495,FALSE,top-down,107,95,mp-673096
2dm-5887,4,Cu2H2CO5,P2_1/c,0,FALSE,top-down,60,,mp-504588
2dm-5888,4,Mo3Se2ClO8,P2_1,1408,FALSE,top-down,285,31,mvc-1646
2dm-5891,4,Li2CrP4O13,P-1,343,TRUE,top-down,60,,mp-705053
2dm-5893,4,LiCrP4O13,P1,0,FALSE,top-down,108,37,mp-705085
2dm-5898,4,CuHClO,P2_1/c,218,FALSE,top-down,313,,mp-696956
2dm-5900,4,CaMoAsO5,P1,1338,FALSE,top-down,116,26,mvc-5907
2dm-5908,4,Rb2U3(IO5)4,P-1,1814,FALSE,top-down,43,,mp-559254
2dm-5912,4,LiSb(PO3)4,P2/c,2864,FALSE,top-down,142,143,mp-759419
2dm-5913,4,Li2NbP4O13,P-1,262,FALSE,top-down,70,,mp-673156
2dm-5915,4,LiSn4(PO4)3,P-1,3197,FALSE,top-down,84,,mp-765150
2dm-2997,3,HgBrN,Pmm2,0,FALSE,top-down,1163,153,mp-1063495
2dm-2999,3,Al2Zn2S5,P-3m1,1057,FALSE,top-down,151,26,mp-1096785
2dm-3003,3,Ti2H2O3,P-3m1,0,FALSE,top-down,327,34,mp-1097794
2dm-3007,3,SiNiSb,P4/nmm,0,FALSE,top-down,394,107,mp-1077588
2dm-3008,3,CaCoSi,P4/nmm,0,FALSE,top-down,116,172,mp-1018658
2dm-3009,3,CaSi3Ir,P4mm,0,FALSE,top-down,717,807,mp-1068653
2dm-3010,3,Ca2CoO3,C2/m,1144,FALSE,top-down,312,7,mp-1080407
2dm-3011,3,Zn2Ga2S5,P3m1,0,FALSE,top-down,164,62,mp-1094004
2dm-3018,3,MnHO2,Cm,178,FALSE,top-down,182,211,mp-1002573
2dm-3021,3,BC2N,Amm2,813,FALSE,top-down,664,76,mp-1080483
2dm-3024,3,TbMgNi,Pmma,0,FALSE,top-down,217,233,mp-1077298
2dm-3026,3,Zn3(GaS3)2,P3m1,0,FALSE,top-down,149,56,mp-1096788
2dm-3028,3,Mn(GaS2)2,P3m1,0,FALSE,top-down,138,46,mp-1078110
2dm-3029,3,Al2Zn2S5,P3m1,0,FALSE,top-down,152,74,mp-1096787
2dm-3032,3,NaMnSe2,P3m1,0,FALSE,top-down,252,231,mp-10232
2dm-3037,3,HoCoGe2,P4/nmm,0,FALSE,top-down,322,363,mp-1078737
2dm-3038,3,Ho(CuS)2,P-3m1,0,FALSE,top-down,337,109,mp-1018632
2dm-3039,3,Zn(GaS2)2,P3m1,0,FALSE,top-down,160,61,mp-1094006
2dm-3041,3,FeHO2,Pmn2_1,1062,TRUE,top-down,527,20,mp-1078943
2dm-3046,3,Co(ClO3)2,C2/m,280,FALSE,top-down,275,53,mp-1080031
2dm-3054,3,NbCl2O,Pmm2,824,FALSE,top-down,0,59,mp-1025567
2dm-3057,3,Nb2CuS4,P-3m1,0,FALSE,top-down,428,44,mp-1025305
2dm-3063,3,Mg(BrO3)2,C2/m,4224,FALSE,top-down,0,65,mp-1078861
2dm-3065,3,ZnSnO3,P-31m,2297,FALSE,top-down,153,189,mp-14628
2dm-3068,3,Tb(CuS)2,P-3m1,0,FALSE,top-down,323,111,mp-1018637
2dm-3069,3,NdAl3Cu,P4mm,0,FALSE,top-down,607,704,mp-1069375
2dm-3071,3,LiH2N,P-42_1m,3200,TRUE,top-down,26,30,mp-1079418
2dm-3074,3,Zn(ReO4)2,P-3,4020,FALSE,top-down,0,69,mp-10326
2dm-3075,3,Zn2Ga2S5,P3m1,0,FALSE,top-down,165,61,mp-1094001
2dm-3076,3,CrTe4Au,P2/m,0,FALSE,top-down,100,,mp-12743
2dm-3077,3,Mg6BC,Pmm2,0,FALSE,top-down,872,493,mp-1100157
2dm-3081,3,Zn2Ga2S5,P-6m2,936,FALSE,top-down,136,26,mp-1093998
2dm-3083,3,CdNCl3,P2_1/m,1225,TRUE,top-down,678,42,mp-1080587
2dm-3086,3,NiHO2,Cm,0,FALSE,top-down,213,,mp-1067482
2dm-3087,3,ErNiGe2,P4/nmm,0,FALSE,top-down,253,369,mp-1078651
2dm-3090,3,ZnMoO4,P2/c,3068,FALSE,top-down,41,98,mp-1095420
2dm-3094,3,LaClO2,P2/m,3134,FALSE,top-down,288,66,mp-1078998
2dm-3096,3,HgNCl,Pmma,170,TRUE,top-down,1336,417,mp-1077462
2dm-3100,3,Mn(InSe2)2,P3m1,0,FALSE,top-down,39,51,mp-1078140
2dm-3102,3,Pt(NO3)2,P-3,0,FALSE,top-down,245,34,mp-1079006
2dm-3104,3,Ni(ClO3)2,C2/m,0,FALSE,top-down,227,59,mp-1084850
2dm-3107,3,Cu2WSe4,P-42m,1272,FALSE,top-down,0,100,mp-1025340
2dm-3110,3,TaAlO4,P2/m,3135,FALSE,top-down,373,,mp-14333
2dm-3111,3,SnPS3,P-3,1347,TRUE,top-down,46,75,mp-1079752
2dm-3114,3,Co(SiSe2)2,C2/m,0,FALSE,top-down,385,138,mp-1078078
2dm-3118,3,Tl2CuF4,P4/mmm,0,FALSE,top-down,0,,mp-1025338
