22,nelements,Formula,Spacegroup,Bandgap (meV),Is gap direct?,Discovery process,Decomposition energy (meV/atom),Exfoliation energy (meV/atom),Obtained from
2dm-3119,3,MgCuO2,P-4m2,0,FALSE,top-down,244,295,mp-1023125
2dm-3122,3,ZnGeN2,P2_1/c,2053,FALSE,top-down,221,,mp-1029779
2dm-3124,3,V2CoO6,C2/m,1532,FALSE,top-down,241,43,mp-1078719
2dm-3129,3,BaFeS,P4/nmm,0,FALSE,top-down,747,76,mp-1096808
2dm-3130,3,B2S2O9,C2,7066,FALSE,top-down,0,22,mp-1019509
2dm-3133,3,Pd(NCl)2,P1,478,FALSE,top-down,1218,,mp-1069193
2dm-3135,3,LiH2N,Pc,2961,TRUE,top-down,68,,mp-1087524
2dm-3136,3,LaAl3Cu,P4mm,0,FALSE,top-down,615,726,mp-1070573
2dm-3148,3,YbCoGe2,P4/nmm,0,FALSE,top-down,278,379,mp-1086674
2dm-3151,3,Al2FeS4,P3m1,0,FALSE,top-down,172,56,mp-1025204
2dm-3152,3,ZrSiO4,P2/c,3993,FALSE,top-down,207,107,mp-1020588
2dm-3154,3,Al2ZnS4,P3m1,0,FALSE,top-down,145,77,mp-1096814
2dm-3157,3,Na2HfN2,P-3m1,0,FALSE,top-down,76,43,mp-1029309
2dm-3158,3,H2C2S,P-3m1,204,FALSE,top-down,1028,28,mp-1096982
2dm-3162,3,Tl2GeSe3,P-1,1532,FALSE,top-down,0,131,mp-14242
2dm-3165,3,LiMnTe2,P3m1,0,FALSE,top-down,199,124,mp-12681
2dm-3169,3,NaLi2As,Pmmm,0,FALSE,top-down,664,182,mp-1014873
2dm-3170,3,Mn(SbS2)2,C2/m,942,FALSE,top-down,31,103,mp-10412
2dm-3178,3,Zn(OF)2,Cmmm,0,FALSE,top-down,293,78,mp-1079413
2dm-3179,3,Ta2PtSe7,P2_1/m,14,FALSE,top-down,3,80,mp-14474
2dm-3181,3,CdClO,P3m1,152,TRUE,top-down,393,136,mp-1077089
2dm-3186,3,TbGaI,P-3m1,0,FALSE,top-down,0,45,mp-1025099
2dm-3188,3,Mo(BrO)2,Pmc2_1,1162,FALSE,top-down,39,49,mp-1080460
2dm-3191,3,Al2Zn2S5,P-3m1,1234,FALSE,top-down,150,26,mp-1096789
2dm-3192,3,Sr2GdS3,P4/mmm,0,FALSE,top-down,105,5,mp-1072327
2dm-3195,3,Mn(AlS2)2,P3m1,0,FALSE,top-down,135,54,mp-1025314
2dm-3197,3,HfSiSe,P4/nmm,0,FALSE,top-down,0,78,mp-13962
2dm-3199,3,Mn(BiTe2)2,P-3m1,819,FALSE,top-down,8,50,mp-1077840
2dm-3201,3,Si(CO)2,Pmmm,0,FALSE,top-down,1515,64,mp-1001082
2dm-3204,3,KSnN3,P-3,651,FALSE,top-down,2017,654,mp-1079672
2dm-3205,3,Ti3(HO2)2,P-3m1,0,FALSE,top-down,364,11,mp-1094037
2dm-3207,3,LiMnSe2,P3m1,0,FALSE,top-down,147,108,mp-10231
2dm-3208,3,Al2ZnS4,P-3m1,1631,FALSE,top-down,106,33,mp-1096816
2dm-3211,3,AlAgO2,P3m1,0,FALSE,top-down,385,378,mp-1096824
2dm-3212,3,Al2ZnS4,P3m1,0,FALSE,top-down,146,77,mp-1096818
2dm-3216,3,HoSI,Pmmn,2745,TRUE,top-down,0,53,mp-1018731
2dm-3222,3,KPO4,P2_1/m,12,FALSE,top-down,248,118,mp-1095608
2dm-3225,3,Fe(BrN)2,P2/m,0,FALSE,top-down,1239,71,mp-1079633
2dm-3226,3,Tl2SiSe3,P-1,2198,FALSE,top-down,4,127,mp-14241
2dm-3227,3,HoBC,Pmma,0,FALSE,top-down,422,15,mp-1025084
2dm-3229,3,NaMnTe2,P3m1,0,FALSE,top-down,280,230,mp-12682
2dm-3230,3,Ag2IO6,P-31m,0,FALSE,top-down,45,9,mp-1079032
2dm-3231,3,Ti2Te2P,P-3m1,0,FALSE,top-down,0,,mp-12527
2dm-3232,3,BaMgSn,P4/nmm,85,TRUE,top-down,836,470,mp-1018654
2dm-3234,3,Al(BiO2)2,P42_12,0,FALSE,top-down,538,316,mp-1096811
2dm-3237,3,Mn2Ga2S5,P-3m1,0,FALSE,top-down,50,26,mp-1078896
2dm-3238,3,VPS3,P-31m,0,FALSE,top-down,107,70,mp-1078971
2dm-3246,3,Na2ZrN2,P-3m1,0,FALSE,top-down,78,,mp-1029316
2dm-3247,3,Ca(NCl)2,Pma2,1446,TRUE,top-down,2052,93,mp-1079409
2dm-3248,3,Zn2Ga2S5,P-3m1,959,FALSE,top-down,132,26,mp-1093997
2dm-3249,3,HfSiTe,P4/nmm,0,FALSE,top-down,0,63,mp-13963
2dm-3250,3,Bi2S2O,P4/nmm,989,TRUE,top-down,9,62,mp-1078366
2dm-3252,3,SnPO3,Pc,376,FALSE,top-down,327,63,mp-1095139
2dm-3253,3,HoFeGe2,P4/nmm,0,FALSE,top-down,370,346,mp-1080783
2dm-3254,3,FeBiO3,P4mm,0,FALSE,top-down,652,731,mp-1069079
2dm-3255,3,Y(CuS)2,P-3m1,0,FALSE,top-down,328,109,mp-1018642
2dm-3257,3,BaMgPb,P4/nmm,18,TRUE,top-down,801,471,mp-1018653
2dm-3258,3,Ce(SbSe2)2,C2/m,24,FALSE,top-down,320,232,mp-1080285
2dm-3260,3,SrTa2O7,P4/mmm,0,FALSE,top-down,323,95,mp-1091368
2dm-3267,3,Ag2SeO4,C222,1546,FALSE,top-down,0,206,mp-11641
2dm-3269,3,ZnSiN2,Pmna,269,TRUE,top-down,546,151,mp-1029763
2dm-3271,3,HgSBr,P2_1/m,0,FALSE,top-down,112,92,mp-1072320
2dm-3273,3,Er2Mg2Ru,P4/mmm,0,FALSE,top-down,191,214,mp-1070135
2dm-3280,3,CaNiGe,P4/nmm,0,FALSE,top-down,160,214,mp-1077470
2dm-3285,3,Ca(BH)2,P-3m1,0,FALSE,top-down,1860,1596,mp-1017549
2dm-3286,3,Zn(GaS2)2,P3m1,0,FALSE,top-down,160,61,mp-1094007
2dm-3288,3,Al2Zn2S5,P-6m2,1579,FALSE,top-down,155,26,mp-1096793
2dm-3289,3,Mg(InSe2)2,P-1,1245,FALSE,top-down,0,37,mp-1006591
2dm-3293,3,LaIO3,P2_1/m,701,TRUE,top-down,83,26,mp-1080184
2dm-3294,3,Nb2PdS6,C2/m,0,FALSE,top-down,0,86,mp-1080466
2dm-3295,3,CuSnAu,P4/mmm,0,FALSE,top-down,418,388,mp-1071623
2dm-3297,3,NiAgSe2,P3m1,0,FALSE,top-down,250,251,mp-1018020
2dm-3298,3,CaBO3,P2_1/m,514,FALSE,top-down,165,119,mp-1084760
2dm-3299,3,MgCoGe,P4/nmm,0,FALSE,top-down,176,288,mp-1018808
2dm-3301,3,Ca2SiO4,P3m1,0,FALSE,top-down,1107,1241,mp-1019563
2dm-3302,3,Tl2Ge2S5,C2,2689,FALSE,top-down,48,200,mp-12307
2dm-3304,3,Li2GeN2,P2_1/c,2504,FALSE,top-down,102,146,mp-1029776
2dm-3306,3,Cu2BrO3,P2_1/m,0,FALSE,top-down,152,176,mp-1095679
2dm-3310,3,HfMg6Nb,Pmm2,0,FALSE,top-down,568,414,mp-1016605
2dm-3311,3,HgSeO4,Pmn2_1,1907,FALSE,top-down,0,,mp-10796
2dm-3313,3,V2H2O5,C2/m,1491,FALSE,top-down,108,129,mp-1079538
2dm-3314,3,YCoGe2,P4/nmm,0,FALSE,top-down,313,358,mp-1078645
2dm-3316,3,Ga2Fe2S5,P-3m1,0,FALSE,top-down,178,26,mp-1079795
2dm-3318,3,TlCu3S2,C2/m,878,FALSE,top-down,26,,mp-13829
2dm-3319,3,HfAl5Ni2,P4/mmm,0,FALSE,top-down,620,626,mp-1025457
2dm-3321,3,Ca(InN)2,P-3m1,0,FALSE,top-down,274,313,mp-1029479
2dm-3322,3,GaCuS2,P3m1,0,FALSE,top-down,845,686,mp-1096985
2dm-3325,3,Pr2BC,C2/m,0,FALSE,top-down,183,255,mp-1078268
2dm-3326,3,ZnSiO3,P-31m,3259,FALSE,top-down,263,194,mp-1020623
2dm-3327,3,NiPSe3,P-31m,0,FALSE,top-down,64,74,mp-1079754
2dm-3328,3,ErFeGe2,P4/nmm,0,FALSE,top-down,392,347,mp-1087539
2dm-3329,3,ZrGeTe4,Pmn2_1,649,FALSE,top-down,3,93,mp-13542
2dm-3332,3,Dy(CuS)2,P-3m1,0,FALSE,top-down,326,109,mp-1018631
2dm-3335,3,Na2ZnS2,Pca2_1,2361,TRUE,top-down,109,126,mp-1024076
2dm-3337,3,Zn(GaS2)2,P-3m1,1114,FALSE,top-down,85,33,mp-1094008
2dm-3343,3,TiSCl,Pmmn,0,FALSE,top-down,0,60,mp-1013900
2dm-3346,3,PrAl3Cu,P4mm,0,FALSE,top-down,607,712,mp-1069825
2dm-3350,3,Al2Zn2S5,P3m1,0,FALSE,top-down,151,75,mp-1096794
2dm-3353,3,Al2ZnS4,P3m1,0,FALSE,top-down,143,73,mp-1078069
2dm-3357,3,Hg2GeO4,C222,2480,FALSE,top-down,104,300,mp-13995
2dm-3359,3,TiAgSe2,P3m1,0,FALSE,top-down,250,187,mp-1021670
2dm-3360,3,Sn(NF)2,P2/m,2150,TRUE,top-down,126,67,mp-1069819
2dm-3362,3,TbCBr,C2/m,0,FALSE,top-down,0,39,mp-1025023
2dm-3367,3,LaNb2O7,P4/mmm,0,FALSE,top-down,214,14,mp-1079978
2dm-3370,3,TbCoGe2,P4/nmm,0,FALSE,top-down,330,367,mp-1079936
2dm-3375,3,SmSi3Ni,Pmma,0,FALSE,top-down,398,432,mp-10283
2dm-3378,3,TiAgF6,P-1,208,FALSE,top-down,54,119,mp-10810
2dm-3379,3,Li2AgSn2,P-4m2,0,FALSE,top-down,441,495,mp-1080714
2dm-3382,3,CeAl3Cu,P4mm,0,FALSE,top-down,622,688,mp-1069443
2dm-3383,3,UTl2O4,P4/mmm,2096,FALSE,top-down,0,,mp-1025154
2dm-3385,3,Tm(CuS)2,P-3m1,0,FALSE,top-down,359,110,mp-1018640
2dm-3387,3,U(OF)2,P-3m1,2173,FALSE,top-down,0,42,mp-27980
2dm-3393,3,AgClO4,P-42m,2924,FALSE,top-down,0,113,mp-22993
2dm-3394,3,UBrO2,Pmma,110,FALSE,top-down,0,33,mp-27536
2dm-3398,3,SbTeI,C2/m,982,FALSE,top-down,574,,mp-28051
2dm-3399,3,Mg6VC,Pmm2,0,FALSE,top-down,553,233,mp-1021449
2dm-3400,3,TiNF,Pmmn,661,TRUE,top-down,22,50,mp-1071956
2dm-3402,3,Be2BO5,C2,178,FALSE,top-down,396,,mp-1079124
2dm-3406,3,BiBrO,P4/nmm,2411,FALSE,top-down,0,55,mp-23072
2dm-3407,3,SnPS3,Pc,2201,FALSE,top-down,18,109,mp-13923
2dm-3408,3,LaBrO,P4/nmm,3998,TRUE,top-down,0,70,mp-23023
2dm-3410,3,LiCoAs,P4/nmm,0,FALSE,top-down,56,157,mp-20698
2dm-3411,3,TiCuF6,P-1,624,FALSE,top-down,46,127,mp-1025502
2dm-3412,3,KH2N,Pmmn,2284,TRUE,top-down,0,45,mp-24428
2dm-3414,3,Zr2Te2P,P-3m1,0,FALSE,top-down,0,,mp-16765
2dm-3416,3,PbIF,P4/nmm,2360,FALSE,top-down,21,54,mp-22969
2dm-3418,3,CrSBr,Pmmn,292,TRUE,top-down,0,51,mp-22998
2dm-3419,3,Eu2ZnGe3,P-6m2,0,FALSE,top-down,705,754,mp-1095470
2dm-3421,3,Zn2SiO4,P2_1/m,2838,TRUE,top-down,196,191,mp-1020609
2dm-3425,3,U4Te3O4,P4/mmm,0,FALSE,top-down,0,,mp-28939
2dm-3430,3,BaIF,P4/nmm,4336,TRUE,top-down,0,85,mp-22951
2dm-3433,3,CaSn4S9,Pmm2,916,FALSE,top-down,119,45,mp-1100385
2dm-3434,3,Np(OF)2,P6/mmm,0,FALSE,top-down,0,39,mp-27986
2dm-3435,3,TaNiTe2,Pmna,0,FALSE,top-down,0,82,mp-19810
2dm-3436,3,UTeP,P4/mmm,0,FALSE,top-down,50,52,mp-1071351
2dm-3437,3,Zr3SO9,P-3,3814,FALSE,top-down,138,17,mp-28620
2dm-3442,3,Nb(SBr)2,C2/m,1553,FALSE,top-down,0,,mp-1079487
2dm-3443,3,NbTe5Pd,Pmc2_1,0,FALSE,top-down,1,83,mp-28616
2dm-3445,3,ZrSiTe,P4/nmm,0,FALSE,top-down,0,64,mp-19917
2dm-3446,3,ThBrN,P4/nmm,2588,FALSE,top-down,0,71,mp-28066
2dm-3448,3,Sn(CCl)2,Pmma,616,FALSE,top-down,519,65,mp-1079798
2dm-3451,3,LiBiO2,Pbcm,2282,FALSE,top-down,0,52,mp-28253
2dm-3452,3,LiAuF4,P2/c,2360,TRUE,top-down,32,109,mp-12263
2dm-3454,3,ErCoGe2,P4/nmm,0,FALSE,top-down,342,360,mp-1080067
2dm-3460,3,TiBrN,Pmmn,580,TRUE,top-down,0,40,mp-27849
2dm-3461,3,ErSeI,Pmmn,2319,TRUE,top-down,0,60,mp-28458
2dm-3462,3,Nb3GeTe6,Pmc2_1,0,FALSE,top-down,12,,mp-28754
2dm-3463,3,NbCrSe5,P2_1/m,0,FALSE,top-down,2,77,mp-28019
2dm-3465,3,Mn(HO)2,P-3m1,1365,TRUE,top-down,27,66,mp-25546
2dm-3466,3,KFe2Se3,Pmma,0,FALSE,top-down,68,129,mp-1095516
2dm-3467,3,TeRhCl,P2_1/m,1118,TRUE,top-down,0,94,mp-22945
2dm-3468,3,Pb(CO2)2,P-1,2942,TRUE,top-down,115,131,mp-22747
2dm-3469,3,V2PbO6,C2/m,2252,FALSE,top-down,34,83,mp-25146
2dm-3470,3,NaSb5O8,P1,2935,FALSE,top-down,96,187,mp-27878
2dm-3472,3,Ca(AuF6)2,P-4m2,1653,TRUE,top-down,0,23,mp-28153
2dm-3473,3,Bi2Te2S,P-3m1,933,FALSE,top-down,0,69,mp-27910
2dm-3475,3,Sn(SbTe2)2,P-3m1,633,FALSE,top-down,736,,mp-27947
2dm-3476,3,AgClO2,Pcca,1376,FALSE,top-down,198,61,mp-22959
2dm-3477,3,Sc2CCl2,P-3m1,856,FALSE,top-down,0,23,mp-28479
2dm-3479,3,CdWO4,P2/c,3429,FALSE,top-down,0,146,mp-19387
2dm-3480,3,Sn3PO6,Pc,0,FALSE,top-down,161,,mp-1006619
2dm-3481,3,UNCl,P4/nmm,0,FALSE,top-down,0,76,mp-23019
2dm-3483,3,Ta2AgF12,P-1,722,FALSE,top-down,0,28,mp-28375
2dm-3484,3,ThIN,P4/nmm,2665,FALSE,top-down,0,53,mp-28067
2dm-3490,3,Bi2TeO5,Aem2,2809,TRUE,top-down,1,58,mp-23334
2dm-3491,3,Au2Se2O7,Pba2,1155,TRUE,top-down,31,,mp-28095
2dm-3494,3,PbBrCl,P2_1/m,2966,FALSE,top-down,13,,mp-22997
2dm-3498,3,YCI,C2/m,0,FALSE,top-down,0,37,mp-23062
2dm-3499,3,Ge3Sb2O9,P-6,3973,FALSE,top-down,38,152,mp-17708
2dm-3500,3,NaNbCl6,P2_1,2194,TRUE,top-down,6,52,mp-28178
2dm-3503,3,NaMnAs,P4/nmm,0,FALSE,top-down,73,93,mp-20612
2dm-3505,3,Mn2NiO6,P-31m,1454,FALSE,top-down,70,51,mp-25569
2dm-3507,3,CaHBr,P4/nmm,4153,FALSE,top-down,0,49,mp-24422
2dm-3509,3,Li2TeO3,C2/m,3940,FALSE,top-down,1,41,mp-27231
2dm-3510,3,NdBrO,P4/nmm,4733,TRUE,top-down,0,63,mp-23068
2dm-3511,3,Zr(IO3)4,P4/n,3301,TRUE,top-down,15,105,mp-27437
2dm-3512,3,VPO5,P4/nmm,1934,FALSE,top-down,20,71,mp-19000
2dm-3514,3,LiV2O5,Pmmn,706,TRUE,top-down,158,145,mp-19013
2dm-3515,3,TiClO,Pmmn,0,FALSE,top-down,15,37,mp-22992
2dm-3518,3,Hg2ClO,P2/c,1821,TRUE,top-down,76,,mp-23395
2dm-3520,3,CaMnGe,P4/nmm,0,FALSE,top-down,234,179,mp-20235
2dm-3522,3,LiV2O5,Pmmn,256,FALSE,top-down,145,,mp-18934
2dm-3523,3,GaTeCl,Pmn2_1,2296,FALSE,top-down,0,79,mp-27449
2dm-3528,3,Zn(InS2)2,P3m1,0,FALSE,top-down,76,,mp-22253
2dm-3529,3,Nb(SeCl)2,C2/m,1070,TRUE,top-down,4,69,mp-27361
2dm-3532,3,ScSi3Ni2,P4/nmm,0,FALSE,top-down,260,278,mp-15605
2dm-3533,3,CaThBr6,Pmm2,1982,TRUE,top-down,62,101,mp-29015
2dm-3535,3,InTeI,P2_1/c,1959,FALSE,top-down,0,90,mp-29234
2dm-3536,3,RbMnAs,P4/nmm,0,FALSE,top-down,73,,mp-20242
2dm-3537,3,Mn2Te3O8,C2,2473,FALSE,top-down,84,188,mp-19702
2dm-3538,3,ZrIN,Pmmn,1341,TRUE,top-down,0,44,mp-23052
2dm-3539,3,KMnP,P4/nmm,0,FALSE,top-down,22,,mp-20422
2dm-3543,3,Mg(AlS2)2,P-3m1,2109,TRUE,top-down,29,24,mp-16755
2dm-3545,3,Ga2FeS4,P-3m1,0,FALSE,top-down,95,33,mp-20793
2dm-3547,3,K2RuBr6,Pmn2_1,0,FALSE,top-down,18,,mp-1097045
2dm-3548,3,KNb3O8,Pmmn,2426,FALSE,top-down,23,57,mp-27998
2dm-3551,3,GaSeBr7,Pc,2233,FALSE,top-down,0,,mp-23376
2dm-3553,3,USe2O7,P2,2237,TRUE,top-down,0,,mp-28299
2dm-3554,3,TlBS3,Pc,2136,FALSE,top-down,24,98,mp-28809
2dm-3556,3,AlClO,Pmmn,5858,FALSE,top-down,0,35,mp-27863
2dm-3558,3,UIN,P4/nmm,0,FALSE,top-down,0,51,mp-27763
2dm-3560,3,Fe(SbS2)2,Pmc2_1,0,FALSE,top-down,,168,mp-20767
2dm-3565,3,Li2Te2O5,P2_1/c,3720,FALSE,top-down,10,46,mp-27811
2dm-3566,3,LuSBr,Pmmn,2960,TRUE,top-down,0,30,mp-27246
2dm-3567,3,RbMnP,P4/nmm,0,FALSE,top-down,54,,mp-21413
2dm-3568,3,Na4Br2O,P4/mmm,0,FALSE,top-down,790,890,mp-28599
2dm-3569,3,AlPd5I2,P4/mmm,0,FALSE,top-down,9,50,mp-27393
2dm-3572,3,CuCO3,Pm,0,FALSE,top-down,182,93,mp-27249
2dm-3573,3,Ni2Te3O8,C2,2570,FALSE,top-down,122,,mp-19601
2dm-3575,3,RbPbI3,Pmc2_1,2611,FALSE,top-down,90,,mp-23517
2dm-3578,3,Te2O3F2,P-1,3290,FALSE,top-down,13,90,mp-29185
2dm-3581,3,AgXeF9,P4/m,1333,FALSE,top-down,27,,mp-28586
2dm-3584,3,CuBiS2,Pmc2_1,244,TRUE,top-down,102,188,mp-22982
2dm-3585,3,InClO,Pmmn,2645,FALSE,top-down,0,39,mp-27702
2dm-3586,3,Cu2SO4,C222,2196,FALSE,top-down,44,109,mp-28491
2dm-3588,3,BaTe2F10,P2/c,5216,FALSE,top-down,0,64,mp-29177
2dm-3590,3,BiTeI,P3m1,1574,FALSE,top-down,0,103,mp-22965
2dm-3591,3,Sb2S2O,P-1,1859,TRUE,top-down,19,114,mp-28711
2dm-3592,3,CaHI,P4/nmm,3809,FALSE,top-down,0,47,mp-24204
2dm-3593,3,K2MgCl4,P4/mmm,0,FALSE,top-down,889,,mp-27207
2dm-3595,3,Ca(HO)2,P-3m1,3670,TRUE,top-down,14,64,mp-23879
2dm-3596,3,ErSCl,Pmmn,3004,TRUE,top-down,0,64,mp-27616
2dm-3597,3,Y2NCl3,C2/m,2156,FALSE,top-down,0,64,mp-28580
2dm-3599,3,Sc2NCl2,P-3m1,0,FALSE,top-down,0,41,mp-28480
2dm-3603,3,CaClF,P4/nmm,6110,TRUE,top-down,24,,mp-27546
2dm-3604,3,TiBrO,Pmmn,0,FALSE,top-down,17,40,mp-23002
2dm-3605,3,Ge(Te2As)2,P-3m1,651,TRUE,top-down,19,62,mp-14790
2dm-3609,3,TaI2O,Pmmm,941,FALSE,top-down,0,66,mp-29027
2dm-3612,3,GaHO2,Pmn2_1,2851,TRUE,top-down,120,192,mp-23803
2dm-3616,3,Bi(TeBr2)2,P-1,814,TRUE,top-down,61,,mp-29127
2dm-3617,3,CrClO,Pmmn,1863,FALSE,top-down,0,37,mp-24905
2dm-3620,3,InSbS3,P2_1/m,1806,FALSE,top-down,13,,mp-21365
2dm-3621,3,RbFe2Te3,Pmma,0,FALSE,top-down,128,,mp-15121
2dm-3624,3,NaClO4,Pmmn,5574,TRUE,top-down,43,121,mp-22968
2dm-3625,3,PbBrF,P4/nmm,3049,FALSE,top-down,0,,mp-23008
2dm-3626,3,TiIN,Pmmn,31,TRUE,top-down,0,44,mp-27848
2dm-3627,3,Hf2CuGe4,P4/nmm,0,FALSE,top-down,148,,mp-17801
2dm-3631,3,Mo2SBr2,Pmma,968,TRUE,top-down,0,43,mp-28037
2dm-3632,3,NaGaH4,Pmma,4649,TRUE,top-down,0,,mp-23918
2dm-3633,3,OsCl2O,Pmmm,0,FALSE,top-down,0,67,mp-29133
2dm-3634,3,PbCN2,P2_1/m,2059,FALSE,top-down,9,70,mp-19727
2dm-3635,3,Nb(SCl)2,C2/m,1820,FALSE,top-down,0,68,mp-27362
2dm-3636,3,KFe2S3,Pmma,0,FALSE,top-down,43,,mp-22035
2dm-3637,3,RbBrF4,P4/mbm,3394,TRUE,top-down,0,44,mp-28577
2dm-3639,3,GeAsSe,P222_1,1788,TRUE,top-down,0,95,mp-29249
2dm-3644,3,SrIF,P4/nmm,4639,FALSE,top-down,0,53,mp-23046
2dm-3645,3,TaTe4I,Cmme,774,FALSE,top-down,0,,mp-28691
2dm-3646,3,Pb5(SI3)2,C2/m,2329,FALSE,top-down,30,,mp-23066
2dm-3647,3,RbPaF6,Pmma,4038,FALSE,top-down,0,27,mp-28074
2dm-3648,3,SrHI,P4/nmm,3929,FALSE,top-down,0,57,mp-24205
2dm-3650,3,LiHO,P4/nmm,3916,TRUE,top-down,6,41,mp-23856
2dm-3651,3,In4Bi2S9,P2_1/m,678,FALSE,top-down,70,,mp-27195
2dm-3653,3,Ge2Te5As2,P-3m1,523,FALSE,top-down,18,40,mp-14791
2dm-3655,3,TiNCl,Pmmn,574,TRUE,top-down,0,38,mp-27850
2dm-3658,3,Na2PbO2,P2/c,2551,FALSE,top-down,0,,mp-27622
2dm-3659,3,SnPbF4,P4/nmm,3521,FALSE,top-down,39,,mp-20815
2dm-3660,3,Hg2IO,C2,1546,FALSE,top-down,49,234,mp-28136
2dm-3661,3,DySI,Pmmn,2778,TRUE,top-down,0,54,mp-28929
2dm-3662,3,RbPSe6,Pca2_1,2001,FALSE,top-down,9,102,mp-17945
2dm-3667,3,InBrO,Pmmn,2389,FALSE,top-down,0,40,mp-27703
2dm-3668,3,Nb2Te6I,P-1,725,FALSE,top-down,6,107,mp-28745
2dm-3671,3,Ta2Te5Pd3,Pmn2_1,0,FALSE,top-down,0,,mp-28934
2dm-3672,3,SrH4O3,Pmc2_1,4347,TRUE,top-down,33,61,mp-28420
2dm-3673,3,NaSO2,P2/c,2304,TRUE,top-down,126,51,mp-27500
2dm-3674,3,RuCl2O,Pmmm,0,FALSE,top-down,0,64,mp-29132
2dm-3678,3,BiClO,P4/nmm,2740,FALSE,top-down,0,70,mp-22939
2dm-3679,3,DySBr,Pmmn,2885,TRUE,top-down,0,53,mp-28928
2dm-3682,3,NaFeAs,P4/nmm,0,FALSE,top-down,59,,mp-22152
2dm-3685,3,Nb2GeTe4,Pbam,430,FALSE,top-down,0,80,mp-29073
2dm-3687,3,TmIO,P4/nmm,3433,FALSE,top-down,0,46,mp-27439
2dm-3690,3,Tl3BSe3,P2_1/m,1739,TRUE,top-down,0,,mp-28490
2dm-3691,3,NaTaCl6,P2_1,2891,TRUE,top-down,0,49,mp-28179
2dm-3693,3,V2Pb3O8,C2,3169,TRUE,top-down,38,100,mp-25142
2dm-3698,3,ReBiO4,Pmma,0,FALSE,top-down,332,,mp-27360
2dm-3700,3,CuSbSe2,Pmc2_1,152,TRUE,top-down,72,152,mp-20331
2dm-3702,3,BiPO4,P2_1/c,2049,FALSE,top-down,841,,mp-23332
2dm-3703,3,KPSe6,Pca2_1,1994,FALSE,top-down,16,98,mp-18625
2dm-3704,3,Hg2P2S7,C2,2168,FALSE,top-down,6,84,mp-27171
2dm-3705,3,LuHCl,P-3m1,0,FALSE,top-down,0,36,mp-23896
2dm-3707,3,TaTe4Ir,P2_1/m,24,FALSE,top-down,0,98,mp-17287
2dm-3710,3,BiIO,P4/nmm,1530,FALSE,top-down,0,51,mp-22987
2dm-3712,3,UBrN,P4/nmm,0,FALSE,top-down,0,53,mp-27762
2dm-3713,3,K4Br2O,P4/mmm,0,FALSE,top-down,845,980,mp-28627
2dm-3715,3,TlPbI3,Pmma,2006,FALSE,top-down,62,161,mp-27552
2dm-3717,3,K2Sb4S7,C2,1764,FALSE,top-down,99,,mp-27749
2dm-3718,3,MoNCl3,P-1,1609,TRUE,top-down,0,54,mp-23396
2dm-3720,3,InTeBr,P2_1/c,2167,TRUE,top-down,0,93,mp-29236
2dm-3721,3,Cd(IO3)2,P2_1,3456,FALSE,top-down,45,112,mp-27640
2dm-3722,3,Si(PbSe2)2,P2_1/c,1629,FALSE,top-down,36,,mp-27532
2dm-3723,3,CaMnSi,P4/nmm,0,FALSE,top-down,190,167,mp-21096
2dm-3726,3,As2SO6,P2_12_12,4216,TRUE,top-down,0,,mp-27230
2dm-3727,3,MnAlGe,P4/nmm,0,FALSE,top-down,320,,mp-20757
2dm-3732,3,BiTeCl,P3m1,1803,TRUE,top-down,0,103,mp-28944
2dm-3736,3,ScHCl,P-3m1,0,FALSE,top-down,0,35,mp-24081
2dm-3740,3,Ge(BiTe2)2,P-3m1,994,FALSE,top-down,12,53,mp-27948
2dm-3742,3,VClO,Pmmn,1596,FALSE,top-down,0,36,mp-25118
2dm-3744,3,Y4CI5,Pmmm,0,FALSE,top-down,0,80,mp-23382
2dm-3746,3,Mg(AlH4)2,P-3m1,4644,FALSE,top-down,53,55,mp-23709
2dm-3748,3,ErHCl,P-3m1,0,FALSE,top-down,0,36,mp-24051
2dm-3754,3,MgMnGe,P4/nmm,0,FALSE,top-down,244,289,mp-20354
2dm-3755,3,CrHO2,P3m1,1111,FALSE,top-down,205,255,mp-24927
2dm-3759,3,SrBrF,P4/nmm,5403,TRUE,top-down,0,81,mp-23024
2dm-3760,3,InGaS3,Pmn2_1,2032,FALSE,top-down,11,47,mp-19885
2dm-3761,3,Eu(CdP)2,P-3m1,0,FALSE,top-down,86,,mp-22609
2dm-3763,3,ZrNCl,P3m1,3178,FALSE,top-down,230,61,mp-632657
2dm-3764,3,Y6C2I7,C2/m,0,FALSE,top-down,0,55,mp-23440
2dm-3765,3,Nb3SBr7,P3m1,787,TRUE,top-down,0,87,mp-29057
2dm-3770,3,Xe(OF)2,Amm2,1995,FALSE,top-down,543,,mp-27337
2dm-3773,3,ZrNCl,P-3m1,3050,FALSE,top-down,234,30,mp-632657
2dm-3778,3,YBC,Pmma,0,FALSE,top-down,415,13,mp-15956
2dm-3785,3,Nb3TeCl7,P3m1,747,TRUE,top-down,0,72,mp-28938
2dm-3787,3,YBC,P4mm,0,FALSE,top-down,1113,708,mp-15956
2dm-3790,3,SbAsO3,Pc,3920,FALSE,top-down,1,64,mp-28109
2dm-3792,3,PPdS,P2/c,1123,FALSE,top-down,0,80,mp-7280
2dm-3793,3,PAuS,Pc,1082,FALSE,top-down,101,158,mp-1094079
