material_id,nelements,Formula,Spacegroup,Bandgap (meV),Is gap direct?,Discovery process,Decomposition energy (meV/atom),Exfoliation energy (meV/atom),Obtained from
2dm-6057,2,BaCe,Pmmn,0,FALSE,bottom-up,491,,2dm-3291
2dm-6058,2,Tl3Os2,P4/mmm,0,FALSE,bottom-up,1179,,2dm-3023
2dm-6059,2,NaBi3,P2/m,0,FALSE,bottom-up,673,,2dm-3323
2dm-606,2,BaBr2,P-3m1,4973,FALSE,bottom-up,63,84,2dm-4717
2dm-6060,2,RbSn2,P4mm,0,FALSE,bottom-up,916,,2dm-3819
2dm-6061,2,Ba3Si,P4mm,118,FALSE,bottom-up,413,,2dm-3115
2dm-6062,2,U2Te,P2/c,0,FALSE,bottom-up,906,,2dm-3052
2dm-6063,2,AsS,P4/nmm,0,FALSE,bottom-up,498,,2dm-3014
2dm-6064,2,YbF3,Pmmn,0,FALSE,bottom-up,126,,2dm-3196
2dm-6065,2,YC5,Pmmm,0,FALSE,bottom-up,1906,,2dm-3308
2dm-6066,2,CdP,P-6m2,0,FALSE,bottom-up,695,,2dm-3281
2dm-6067,2,BeSi2,C2/m,0,FALSE,bottom-up,531,,2dm-3265
2dm-6068,2,TbN2,C222,0,FALSE,bottom-up,1988,,2dm-3386
2dm-6069,2,OsSe,Cmme,0,FALSE,bottom-up,1043,,2dm-3143
2dm-607,2,ReTe2,P-3m1,0,FALSE,bottom-up,463,,2dm-4839
2dm-6070,2,Sr2C,P4/nmm,0,FALSE,bottom-up,906,,2dm-3501
2dm-6071,2,CoBr3,P-31m,911,FALSE,bottom-up,0,,2dm-3364
2dm-6072,2,Ca3Si,P4mm,131,FALSE,bottom-up,525,,2dm-3115
2dm-6073,2,SrGe2,C2/m,163,TRUE,bottom-up,471,,2dm-3265
2dm-6074,2,ScAs2,C222,0,FALSE,bottom-up,724,,2dm-3420
2dm-6075,2,HoS3,Pmma,0,FALSE,bottom-up,253,,2dm-3268
2dm-6077,2,Ge2O,Cm,0,FALSE,bottom-up,468,,2dm-3361
2dm-6078,2,AlPt2,P-6m2,0,FALSE,bottom-up,469,,2dm-3101
2dm-6079,2,DySe3,Pmma,0,FALSE,bottom-up,315,,2dm-3080
2dm-608,2,GaCl3,Pmc2_1,3255,TRUE,bottom-up,93,78,2dm-3521
2dm-6081,2,Sb2Pd,P31m,0,FALSE,bottom-up,208,,2dm-3241
2dm-6083,2,In3Ru2,P4/mmm,0,FALSE,bottom-up,329,,2dm-3023
2dm-6084,2,AsSe,P-1,0,FALSE,bottom-up,140,,2dm-3127
2dm-6085,2,HgP,P-6m2,0,FALSE,bottom-up,696,,2dm-3281
2dm-6086,2,SrCa,P-3m1,67,FALSE,bottom-up,212,,2dm-3348
2dm-6087,2,BaCa,P3m1,0,FALSE,bottom-up,186,,2dm-3213
2dm-6088,2,InPd2,P-6m2,0,FALSE,bottom-up,638,,2dm-3101
2dm-6089,2,MgGe2,C2/m,0,FALSE,bottom-up,401,,2dm-3265
2dm-609,2,B2Se5,C2/m,1097,TRUE,bottom-up,0,75,2dm-4985
2dm-6090,2,LiAs3,P-6m2,0,FALSE,bottom-up,462,,2dm-3366
2dm-6091,2,RhI3,P-31m,1231,FALSE,bottom-up,0,,2dm-3364
2dm-6092,2,Mg2C,P4/nmm,115,FALSE,bottom-up,1016,,2dm-3501
2dm-6093,2,AsS,P2_1/c,1197,TRUE,bottom-up,30,,2dm-3415
2dm-6094,2,TlNi2,P-6m2,0,FALSE,bottom-up,1122,,2dm-3101
2dm-6095,2,Ba2Ce,Pmma,0,FALSE,bottom-up,450,,2dm-3134
2dm-6096,2,ScPb5,Pmmm,0,FALSE,bottom-up,287,,2dm-3308
2dm-6097,2,BeSb2,C2/m,0,FALSE,bottom-up,345,,2dm-3262
2dm-6098,2,NaPb2,P4mm,0,FALSE,bottom-up,551,,2dm-3819
2dm-6099,2,K2I,Pmma,35,FALSE,bottom-up,195,,2dm-3112
2dm-610,2,NCl3,C2/m,1077,FALSE,bottom-up,587,,2dm-3868
2dm-6100,2,SrBe,P3m1,0,FALSE,bottom-up,807,,2dm-3213
2dm-6101,2,ScSi5,Pmmm,0,FALSE,bottom-up,591,,2dm-3308
2dm-6102,2,As2Au,P2/m,0,FALSE,bottom-up,185,,2dm-3372
2dm-6103,2,B2Te3,P-3m1,0,FALSE,bottom-up,750,,2dm-3263
2dm-6104,2,Tl3Fe2,P4/mmm,0,FALSE,bottom-up,637,,2dm-3023
2dm-6105,2,PaAs2,P4/mmm,0,FALSE,bottom-up,383,,2dm-3351
2dm-6106,2,Mg3Si,P4mm,0,FALSE,bottom-up,476,,2dm-3115
2dm-6107,2,ErAs2,C222,0,FALSE,bottom-up,945,,2dm-3345
2dm-6108,2,HgBi,P3m1,0,FALSE,bottom-up,563,,2dm-3281
2dm-6109,2,SiTe2,P-4m2,280,FALSE,bottom-up,40,,2dm-3352
2dm-611,2,SbO2,Pmc2_1,1903,FALSE,bottom-up,133,37,2dm-4327
2dm-6110,2,OsS,Cmme,0,FALSE,bottom-up,1133,,2dm-3143
2dm-6111,2,KCl,P4/mmm,4807,TRUE,bottom-up,150,,2dm-3215
2dm-6112,2,Si3Sb,P2_1/m,0,FALSE,bottom-up,764,,2dm-3156
2dm-6113,2,NiCl2,Pmna,242,FALSE,bottom-up,119,,2dm-3243
2dm-6114,2,KI,P4/mmm,4052,TRUE,bottom-up,137,,2dm-3215
2dm-6115,2,GdC2,P4/mmm,0,FALSE,bottom-up,655,,
2dm-6116,2,MgP2,C2/m,0,FALSE,bottom-up,527,,2dm-3262
2dm-6117,2,Ca3Ge,P4mm,137,FALSE,bottom-up,521,,2dm-3115
2dm-6119,2,SrCa,P3m1,29,FALSE,bottom-up,160,,2dm-3213
2dm-612,2,Sb9Cl2,P2_1/m,0,FALSE,bottom-up,56,,2dm-3684
2dm-6120,2,UGe2,C2/m,0,FALSE,bottom-up,388,,2dm-3431
2dm-6121,2,SnTe,Pmna,133,TRUE,bottom-up,220,,2dm-3240
2dm-6122,2,BiTe,C2/m,0,FALSE,bottom-up,,,2dm-3012
2dm-6123,2,HoSe3,Pmma,0,FALSE,bottom-up,319,,2dm-3268
2dm-6124,2,CdAs,P-6m2,0,FALSE,bottom-up,589,,2dm-3281
2dm-6125,2,Te2Pb,P-4m2,0,FALSE,bottom-up,438,,2dm-3352
2dm-6126,2,Te4Os3,P-6m2,0,FALSE,bottom-up,702,,2dm-5818
2dm-6127,2,NaBr,P4/mmm,4393,FALSE,bottom-up,134,,2dm-3215
2dm-6128,2,In3Fe2,P4/mmm,0,FALSE,bottom-up,415,,2dm-3023
2dm-6129,2,CaCe,Pmmn,0,FALSE,bottom-up,503,,2dm-3291
2dm-6130,2,AsSe,P4/nmm,0,FALSE,bottom-up,370,,2dm-3014
2dm-6131,2,RbI,P4/mmm,3934,TRUE,bottom-up,137,,2dm-3215
2dm-6132,2,PdF2,Pmna,838,FALSE,bottom-up,0,,2dm-3243
2dm-6133,2,K2Br,Pmma,0,FALSE,bottom-up,198,,2dm-3112
2dm-6134,2,Ce2Mg,P-3m1,0,FALSE,bottom-up,196,,
2dm-6135,2,YTe3,P4mm,0,FALSE,bottom-up,344,,2dm-3060
2dm-6136,2,Ca3C,P4mm,0,FALSE,bottom-up,898,,2dm-3115
2dm-6137,2,Tl2Te3,P-3m1,0,FALSE,bottom-up,257,,2dm-3137
2dm-6138,2,Si3P,P2_1/m,80,FALSE,bottom-up,760,,2dm-3156
2dm-6139,2,YSn5,Pmmm,0,FALSE,bottom-up,296,,2dm-3308
2dm-614,2,EuAs2,Pm,0,FALSE,bottom-up,352,515,
2dm-6140,2,TmAs2,C222,0,FALSE,bottom-up,925,,2dm-3270
2dm-6141,2,Ca3Pb,P4mm,296,FALSE,bottom-up,475,,2dm-3115
2dm-6142,2,BaCa,P-3m1,0,FALSE,bottom-up,238,,2dm-3348
2dm-6143,2,YbBr3,C2/m,514,FALSE,bottom-up,202,,2dm-3396
2dm-6144,2,NaBi3,P-6m2,0,FALSE,bottom-up,403,,2dm-3366
2dm-6145,2,Rb2Cl,Pmma,0,FALSE,bottom-up,186,,2dm-3112
2dm-6146,2,Al2S3,P-3m1,1564,FALSE,bottom-up,58,,2dm-3263
2dm-6147,2,SbSe,P-1,0,FALSE,bottom-up,,,2dm-3127
2dm-6148,2,TeN,C2/m,0,FALSE,bottom-up,933,,2dm-3012
2dm-6149,2,Tl2S3,P-3m1,449,FALSE,bottom-up,204,,2dm-3137
2dm-615,2,WS2,P2_1/m,21,TRUE,bottom-up,183,,2dm-5630
2dm-6150,2,SbS,P2_1/c,912,TRUE,bottom-up,99,,2dm-3415
2dm-6151,2,InPt2,P-6m2,0,FALSE,bottom-up,706,,2dm-3101
2dm-6152,2,LiBr,P4/mmm,4665,FALSE,bottom-up,132,,2dm-3215
2dm-6153,2,Sr3C,P4mm,0,FALSE,bottom-up,1017,,2dm-3115
2dm-6154,2,RuSe,Cmme,0,FALSE,bottom-up,992,,2dm-3143
2dm-6155,2,NiBi2,P31m,0,FALSE,bottom-up,88,,2dm-3241
2dm-6156,2,MgAs,Pmm2,0,FALSE,bottom-up,525,,2dm-3055
2dm-6157,2,SiSe2,P-4m2,1120,FALSE,bottom-up,91,,2dm-3352
2dm-6158,2,AlPd2,P-6m2,0,FALSE,bottom-up,487,,2dm-3101
2dm-6159,2,GaPd2,P-6m2,0,FALSE,bottom-up,507,,2dm-3101
2dm-616,2,Si3Rh,P4/mbm,0,FALSE,bottom-up,474,,
2dm-6160,2,InNi2,P-6m2,0,FALSE,bottom-up,929,,2dm-3101
2dm-6161,2,DyS3,Pmma,0,FALSE,bottom-up,256,,2dm-3080
2dm-6162,2,PaBi2,P4/mmm,0,FALSE,bottom-up,207,,2dm-3351
2dm-6163,2,LaSe3,P4mm,0,FALSE,bottom-up,324,,2dm-3060
2dm-6164,2,GeTe,Pmna,296,TRUE,bottom-up,91,,2dm-3240
2dm-6165,2,Ru3S4,P-6m2,0,FALSE,bottom-up,395,,2dm-5818
2dm-6166,2,KSn2,P4mm,0,FALSE,bottom-up,862,,2dm-3819
2dm-6167,2,MnN2,P-6m2,0,FALSE,bottom-up,376,,2dm-3108
2dm-6168,2,Al3Fe2,P4/mmm,0,FALSE,bottom-up,199,,2dm-3023
2dm-6169,2,NiAs2,P31m,192,FALSE,bottom-up,218,,2dm-3241
2dm-617,2,PbN3,P-3m1,1230,FALSE,bottom-up,482,72,2dm-5503
2dm-6170,2,ZnSb,P3m1,0,FALSE,bottom-up,523,,2dm-3281
2dm-6171,2,Rb2I,Pmma,1,FALSE,bottom-up,185,,2dm-3112
2dm-6172,2,Pb2O,Cm,61,FALSE,bottom-up,417,,2dm-3361
2dm-6173,2,CdSb,P3m1,0,FALSE,bottom-up,544,,2dm-3281
2dm-6174,2,U2Se,P2/c,0,FALSE,bottom-up,860,,2dm-3052
2dm-6175,2,Be3C,P4mm,1035,FALSE,bottom-up,815,,2dm-3115
2dm-6176,2,TbSi2,P4/mmm,0,FALSE,bottom-up,845,,2dm-3168
2dm-6177,2,BeBi2,C2/m,0,FALSE,bottom-up,381,,2dm-3262
2dm-6178,2,BaAs,Pmm2,0,FALSE,bottom-up,597,,2dm-3055
2dm-6179,2,NpS3,Pmma,0,FALSE,bottom-up,241,,2dm-5550
2dm-618,2,CaBr2,P-3m1,4870,FALSE,bottom-up,0,72,2dm-3734
2dm-6180,2,HgTe,P3m1,5,TRUE,bottom-up,178,,2dm-3242
2dm-6181,2,Bi2W3,Cm,0,FALSE,bottom-up,766,,2dm-3427
2dm-6182,2,SO2,Pmmn,0,FALSE,bottom-up,1318,,2dm-3164
2dm-6183,2,KSb3,P2/m,0,FALSE,bottom-up,641,,2dm-3323
2dm-6184,2,TcN2,P-6m2,0,FALSE,bottom-up,181,,2dm-3108
2dm-6185,2,TeN,P2_1/m,0,FALSE,bottom-up,861,,2dm-3127
2dm-6186,2,SnSe2,P-4m2,890,FALSE,bottom-up,63,,2dm-3352
2dm-6187,2,YPb5,Pmmm,0,FALSE,bottom-up,302,,2dm-3308
2dm-6188,2,Mo3P2,C2/m,0,FALSE,bottom-up,734,,2dm-3427
2dm-6189,2,PtN2,Pmmm,0,FALSE,bottom-up,119,,2dm-3049
2dm-619,2,RuBr2,P-3m1,1175,TRUE,bottom-up,196,87,2dm-4243
2dm-6190,2,Li2Br,Pmma,0,FALSE,bottom-up,,,2dm-3112
2dm-6191,2,SrC2,Cmme,0,FALSE,bottom-up,1005,,2dm-3265
2dm-6192,2,SiSe,Pmna,377,TRUE,bottom-up,59,,2dm-3240
2dm-6193,2,BaSb,Pmm2,0,FALSE,bottom-up,610,,2dm-3055
2dm-6194,2,LiI,P4/mmm,4077,FALSE,bottom-up,141,,2dm-3215
2dm-6195,2,Mg3Ge,P4mm,0,FALSE,bottom-up,499,,2dm-3115
2dm-6196,2,TeN,P4/nmm,0,FALSE,bottom-up,831,,2dm-3014
2dm-6197,2,MgP,Pmm2,0,FALSE,bottom-up,615,,2dm-3055
2dm-6198,2,BaMg,P-3m1,0,FALSE,bottom-up,384,,2dm-3348
2dm-6199,2,SrP2,C2/m,0,FALSE,bottom-up,322,,2dm-3262
2dm-62,2,AgCl,P-6m2,1970,TRUE,bottom-up,50,215,2dm-3405
2dm-620,2,SBr,P-1,1783,TRUE,bottom-up,30,,2dm-3502
2dm-6200,2,YSi5,Pmmm,0,FALSE,bottom-up,597,,2dm-3308
2dm-6201,2,Mg3Pb,Pmm2,0,FALSE,bottom-up,355,,2dm-3115
2dm-6202,2,PtBr2,Pmna,919,FALSE,bottom-up,37,,2dm-3243
2dm-6203,2,TeAs,P2_1/c,942,TRUE,bottom-up,56,,2dm-3415
2dm-6204,2,PS,P2_1/c,1920,TRUE,bottom-up,35,,2dm-3415
2dm-6205,2,PtCl2,Pmna,1172,FALSE,bottom-up,23,,2dm-3243
2dm-6206,2,Bi2Mo3,Cm,0,FALSE,bottom-up,551,,2dm-3427
2dm-6207,2,LiSb3,P-6m2,0,FALSE,bottom-up,400,,2dm-3366
2dm-6208,2,BaSr,P-3m1,0,FALSE,bottom-up,186,,2dm-3348
2dm-6209,2,AgBi2,Pmmm,0,FALSE,bottom-up,267,,2dm-3372
2dm-621,2,P2Pd,P-3,0,FALSE,bottom-up,605,,2dm-5830
2dm-6210,2,TbBi2,C222,0,FALSE,bottom-up,394,,2dm-3386
2dm-6211,2,LaAs2,C222,0,FALSE,bottom-up,1152,,2dm-3420
2dm-6212,2,LiC2,P4/nmm,0,FALSE,bottom-up,1360,,2dm-3788
2dm-6213,2,LiP3,P2/m,1464,TRUE,bottom-up,669,,2dm-3323
2dm-6215,2,K2Cl,Pmma,0,FALSE,bottom-up,197,,2dm-3112
2dm-6216,2,Cr3As2,C2/m,0,FALSE,bottom-up,301,,2dm-3427
2dm-6217,2,LaI,P-3m1,0,FALSE,bottom-up,166,,2dm-3198
2dm-6218,2,SrP,Pmm2,0,FALSE,bottom-up,821,,2dm-3055
2dm-6219,2,ErBi2,C222,0,FALSE,bottom-up,357,,2dm-3345
2dm-622,2,BF,P1,64,FALSE,bottom-up,1390,868,2dm-3762
2dm-6220,2,PbS2,P-4m2,684,FALSE,bottom-up,382,,2dm-3352
2dm-6221,2,CdBi,P3m1,0,FALSE,bottom-up,576,,2dm-3281
2dm-6222,2,KF,P4/mmm,4853,TRUE,bottom-up,155,,2dm-3215
2dm-6223,2,PSe,P2_1/c,1517,TRUE,bottom-up,34,,2dm-3415
2dm-6224,2,RbC12,P6/mmm,0,FALSE,bottom-up,13,,2dm-3272
2dm-6225,2,MgU,P3m1,0,FALSE,bottom-up,720,,
2dm-6226,2,Ca5Ce,Cm,0,FALSE,bottom-up,407,,2dm-3187
2dm-6227,2,Rb2Br,Pmma,0,FALSE,bottom-up,190,,2dm-3112
2dm-6228,2,DyP2,C222,0,FALSE,bottom-up,1364,,2dm-3006
2dm-6229,2,Al2Se3,P-3m1,767,FALSE,bottom-up,61,,2dm-3263
2dm-623,2,P2Pt,P4/mmm,0,FALSE,bottom-up,974,,2dm-5531
2dm-6230,2,LiCl,P4/mmm,5334,FALSE,bottom-up,109,,2dm-3215
2dm-6231,2,YbP2,Pmm2,1,TRUE,bottom-up,143,,2dm-5533
2dm-6232,2,SeN,C2/m,0,FALSE,bottom-up,1004,,2dm-3012
2dm-6233,2,MgBe,P-3m1,0,FALSE,bottom-up,560,,2dm-3348
2dm-6234,2,PtF2,Pmna,1190,TRUE,bottom-up,139,,2dm-3243
2dm-6235,2,Ba2Ce,C2/m,0,FALSE,bottom-up,425,,2dm-3171
2dm-6236,2,EuSn3,P6/mmm,382,FALSE,bottom-up,617,,2dm-3219
2dm-6237,2,Mg2Pb,P-1,0,FALSE,bottom-up,322,,2dm-3501
2dm-6238,2,DyBi2,C222,0,FALSE,bottom-up,382,,2dm-3006
2dm-6239,2,EuSe,P4/mmm,0,FALSE,bottom-up,172,,2dm-3180
2dm-624,2,PtN2,Pmmm,0,FALSE,bottom-up,116,-951,2dm-5531
2dm-6240,2,NiN2,Pmmm,0,FALSE,bottom-up,43,,2dm-3049
2dm-6241,2,ScBi2,C222,0,FALSE,bottom-up,270,,2dm-3420
2dm-6242,2,Ca2Ge,Pbcm,43,TRUE,bottom-up,870,,2dm-3501
2dm-6243,2,Ca2Ce,Pmma,0,FALSE,bottom-up,489,,2dm-3134
2dm-6244,2,Na2Br,Pmma,0,FALSE,bottom-up,225,,2dm-3112
2dm-6245,2,TmSe3,Pmma,0,FALSE,bottom-up,295,,2dm-3132
2dm-6246,2,TmP2,C222,0,FALSE,bottom-up,1308,,2dm-3270
2dm-6247,2,As2Pt,P31m,0,FALSE,bottom-up,451,,2dm-3241
2dm-6248,2,CeBe2,C2/m,0,FALSE,bottom-up,965,,2dm-3171
2dm-6249,2,CdO,P-6m2,823,TRUE,bottom-up,282,,2dm-3277
2dm-625,2,Bi2S3,P-3m1,1104,FALSE,bottom-up,4,58,2dm-2995
2dm-6250,2,LiBi3,P-6m2,0,FALSE,bottom-up,362,,2dm-3366
2dm-6251,2,BaBi2,C2/m,0,FALSE,bottom-up,438,,2dm-3262
2dm-6252,2,LaBi2,C222,0,FALSE,bottom-up,551,,2dm-3420
2dm-6253,2,BaBi,Pmm2,0,FALSE,bottom-up,603,,2dm-3055
2dm-6254,2,TlPd2,P-6m2,0,FALSE,bottom-up,630,,2dm-3101
2dm-6255,2,Ca2C,P4/nmm,15,FALSE,bottom-up,822,,2dm-3501
2dm-6256,2,BeBi,Pmm2,0,FALSE,bottom-up,438,,2dm-3055
2dm-6257,2,Ba2C,Pmmn,0,FALSE,bottom-up,918,,2dm-3501
2dm-6258,2,TbPb5,Pmmm,0,FALSE,bottom-up,309,,2dm-3339
2dm-6259,2,Bi2C,P-42_1m,606,FALSE,bottom-up,927,,2dm-3079
2dm-626,2,ZrI2,P-3m1,0,FALSE,bottom-up,135,,2dm-3607
2dm-6260,2,Rb2F,Pmma,0,FALSE,bottom-up,183,,2dm-3112
2dm-6261,2,SrBe,P-3m1,0,FALSE,bottom-up,824,,2dm-3348
2dm-6262,2,TeAs,C2/m,0,FALSE,bottom-up,201,,2dm-3012
2dm-6263,2,B3Os2,P4/mmm,0,FALSE,bottom-up,908,,2dm-3023
2dm-6264,2,KBr,P4/mmm,4407,TRUE,bottom-up,145,,2dm-3215
2dm-6265,2,GeS,Pmna,67,TRUE,bottom-up,34,,2dm-3240
2dm-6266,2,Be3Ge,Pmm2,0,FALSE,bottom-up,545,,2dm-3115
2dm-6267,2,BaP,Pmm2,0,FALSE,bottom-up,744,,2dm-3055
2dm-6268,2,BPd2,P-6m2,0,FALSE,bottom-up,474,,2dm-3101
2dm-6269,2,CaBe,P-3m1,0,FALSE,bottom-up,1274,,2dm-3348
2dm-627,2,IrPb3,P4/mbm,0,FALSE,bottom-up,201,,
2dm-6270,2,Ba3Ge,P4mm,66,FALSE,bottom-up,412,,2dm-3115
2dm-6271,2,SmSi5,Pmmm,0,FALSE,bottom-up,616,,2dm-3358
2dm-6272,2,SiS2,P-4m2,1708,FALSE,bottom-up,100,,2dm-3352
2dm-6273,2,ScGe5,Pmmm,0,FALSE,bottom-up,428,,2dm-3308
2dm-6274,2,SeO2,P4/nmm,1366,FALSE,bottom-up,981,,2dm-3164
2dm-6275,2,BeSn2,C2/m,0,FALSE,bottom-up,341,,2dm-3265
2dm-6276,2,AgP2,P2/m,0,FALSE,bottom-up,924,,2dm-3372
2dm-6277,2,YBi2,C222,0,FALSE,bottom-up,393,,2dm-3420
2dm-6278,2,RhO2,Pmmm,0,FALSE,bottom-up,566,,2dm-3016
2dm-6279,2,HgAs,P-6m2,0,FALSE,bottom-up,582,,2dm-3281
2dm-628,2,GdI3,C2/m,601,FALSE,bottom-up,0,88,2dm-3657
2dm-6280,2,TaTe2,P-3m1,0,FALSE,bottom-up,47,,2dm-3035
2dm-6281,2,SrCe,Pmmn,0,FALSE,bottom-up,514,,2dm-3291
2dm-6282,2,CrH4,P4/nmm,95,FALSE,bottom-up,31,,2dm-3315
2dm-6283,2,Na2I,Pmma,0,FALSE,bottom-up,212,,2dm-3112
2dm-6284,2,GaPt2,P-6m2,0,FALSE,bottom-up,469,,2dm-3101
2dm-6285,2,BaP2,C2/m,306,FALSE,bottom-up,278,,2dm-3262
2dm-6286,2,SrSb2,C2/m,0,FALSE,bottom-up,437,,2dm-3262
2dm-6287,2,Sr3Pb,P4mm,169,FALSE,bottom-up,463,,2dm-3115
2dm-6288,2,KSb3,P-6m2,0,FALSE,bottom-up,628,,2dm-3366
2dm-6289,2,AsSe,P2_1/c,1005,TRUE,bottom-up,9,,2dm-3415
2dm-629,2,SiTe,Pmmn,744,TRUE,bottom-up,314,83,2dm-3338
2dm-6290,2,Be3Si,P4mm,0,FALSE,bottom-up,684,,2dm-3115
2dm-6291,2,NiSb2,P31m,0,FALSE,bottom-up,161,,2dm-3241
2dm-6292,2,BaC2,Cmme,0,FALSE,bottom-up,950,,2dm-3265
2dm-6293,2,SrAs2,C2/m,0,FALSE,bottom-up,567,,2dm-3262
2dm-6294,2,PaN2,P4/mmm,0,FALSE,bottom-up,263,,2dm-3351
2dm-6295,2,P2C,P-42_1m,1846,FALSE,bottom-up,297,,2dm-3079
2dm-6296,2,LiN3,P2/m,1248,FALSE,bottom-up,886,,2dm-3323
2dm-6297,2,GeSe2,P-4m2,605,FALSE,bottom-up,67,,2dm-3352
2dm-6298,2,SrMg,P-3m1,69,FALSE,bottom-up,386,,2dm-3348
2dm-6299,2,YS3,P4mm,0,FALSE,bottom-up,214,,2dm-3060
2dm-63,2,TmCl2,P-3m1,0,FALSE,bottom-up,139,72,2dm-5020
2dm-630,2,P2Pb,Pmc2_1,405,FALSE,bottom-up,380,,2dm-3619
2dm-6300,2,P2Pt,P31m,4,TRUE,bottom-up,746,,2dm-3241
2dm-6301,2,SrN,Pmm2,0,FALSE,bottom-up,1124,,2dm-3055
2dm-6302,2,Be3Sn,Pmm2,0,FALSE,bottom-up,711,,2dm-3115
2dm-6303,2,TeC,Pmma,0,FALSE,bottom-up,811,,2dm-3240
2dm-6304,2,ZnP,P-6m2,0,FALSE,bottom-up,660,,2dm-3281
2dm-6305,2,ThRh5,P6/mmm,0,FALSE,bottom-up,3009,,2dm-3245
2dm-6306,2,SiO,C2/m,2119,FALSE,bottom-up,1052,,2dm-3088
2dm-6307,2,SbTe,P-1,0,FALSE,bottom-up,1017,,2dm-3127
2dm-6308,2,SrSb,Pmm2,0,FALSE,bottom-up,837,,2dm-3055
2dm-6309,2,Be3Pb,Pmm2,0,FALSE,bottom-up,789,,2dm-3115
2dm-631,2,NbTe3,P2_1/m,0,FALSE,bottom-up,17,85,2dm-4511
2dm-6310,2,CSe,Pmma,0,FALSE,bottom-up,817,,2dm-3240
2dm-6311,2,TbSn5,Pmmm,0,FALSE,bottom-up,371,,2dm-3339
2dm-6312,2,CaSb,Pmm2,0,FALSE,bottom-up,715,,2dm-3055
2dm-6313,2,BaSi2,C2/m,23,TRUE,bottom-up,626,,2dm-3265
2dm-6314,2,BaGe2,C2/m,229,FALSE,bottom-up,495,,2dm-3265
2dm-6315,2,ErP2,C222,0,FALSE,bottom-up,1329,,2dm-3345
2dm-6316,2,Ba3C,P4mm,0,FALSE,bottom-up,1018,,2dm-3115
2dm-6317,2,RbF,P4/mmm,4616,FALSE,bottom-up,147,,2dm-3215
2dm-6318,2,TeP,P2_1/c,1622,TRUE,bottom-up,125,,2dm-3415
2dm-6319,2,TeRu,Cmme,0,FALSE,bottom-up,862,,2dm-3143
2dm-632,2,NbI3,P-31m,4,TRUE,bottom-up,112,87,2dm-3549
2dm-6320,2,NdSi5,Pmmm,0,FALSE,bottom-up,618,,2dm-3305
2dm-6321,2,MnAs2,P-6m2,0,FALSE,bottom-up,575,,2dm-3108
2dm-6322,2,EuTe,P4/mmm,0,FALSE,bottom-up,159,,2dm-3180
2dm-6323,2,ScTe3,P4mm,0,FALSE,bottom-up,427,,2dm-3060
2dm-6324,2,CoC2,C2/m,0,FALSE,bottom-up,1446,,2dm-3031
2dm-6325,2,Sn2O,Cm,0,FALSE,bottom-up,368,,2dm-3361
2dm-6326,2,MnSb2,Cm,0,FALSE,bottom-up,432,,2dm-3108
2dm-6327,2,Ba3Sn,P4mm,195,FALSE,bottom-up,394,,2dm-3115
2dm-6328,2,TbC2,P4/mmm,0,FALSE,bottom-up,700,,2dm-3168
2dm-6329,2,TbPb2,P4/mmm,0,FALSE,bottom-up,342,,2dm-3168
2dm-633,2,Ga2O,P-3m1,0,FALSE,bottom-up,401,85,2dm-4083
2dm-6330,2,Fe2B3,P4/mmm,0,FALSE,bottom-up,651,,2dm-3023
2dm-6331,2,YbI3,C2/m,187,FALSE,bottom-up,205,,2dm-3396
2dm-6332,2,NaC2,P4mm,0,FALSE,bottom-up,2417,,2dm-3819
2dm-6333,2,RuS,Cmme,0,FALSE,bottom-up,1062,,2dm-3143
2dm-6334,2,SnSe,Pmna,87,FALSE,bottom-up,214,,2dm-3240
2dm-6335,2,Sr2Ce,C2/m,0,FALSE,bottom-up,375,,2dm-3171
2dm-6336,2,BaBe,P3m1,0,FALSE,bottom-up,832,,2dm-3213
2dm-6337,2,Sr2Ce,P-6m2,0,FALSE,bottom-up,503,,2dm-5558
2dm-6338,2,SrMg,P3m1,0,FALSE,bottom-up,332,,2dm-3213
2dm-6339,2,CaAs,Pmm2,0,FALSE,bottom-up,899,,2dm-3055
2dm-634,2,AuF,P-6m2,99,FALSE,bottom-up,,449,2dm-3766
2dm-6340,2,PtI2,Pmna,929,FALSE,bottom-up,72,,2dm-3243
2dm-6341,2,BaSb2,C2/m,0,FALSE,bottom-up,484,,2dm-3262
2dm-6342,2,BeSb,Pmm2,0,FALSE,bottom-up,401,,2dm-3055
2dm-6343,2,Sr3Si,P4mm,142,FALSE,bottom-up,503,,2dm-3115
2dm-6344,2,Ca3Sn,P4mm,324,FALSE,bottom-up,483,,2dm-3115
2dm-6345,2,KBi3,P-6m2,0,FALSE,bottom-up,554,,2dm-3366
2dm-6347,2,LiC2,P4mm,0,FALSE,bottom-up,2373,,2dm-3819
2dm-6348,2,ScSe3,P4mm,0,FALSE,bottom-up,316,,2dm-3060
2dm-6349,2,NaN3,P-6m2,647,FALSE,bottom-up,1167,,2dm-3366
2dm-635,2,CrSe2,P2_1/m,0,FALSE,bottom-up,26,,2dm-5630
2dm-6350,2,Ba5Ce,Cm,0,FALSE,bottom-up,435,,2dm-3187
2dm-6351,2,PbS,Pmna,160,FALSE,bottom-up,506,,2dm-3240
2dm-6352,2,Ga2S3,P-3m1,555,FALSE,bottom-up,149,,2dm-3263
2dm-6353,2,Sr5Ce,Cm,0,FALSE,bottom-up,415,,2dm-3187
