material_id,nelements,Formula,Spacegroup,Bandgap (meV),Is gap direct?,Discovery process,Decomposition energy (meV/atom),Exfoliation energy (meV/atom),Obtained from
2dm-1744,2,NbI4,P4/mmm,0,FALSE,bottom-up,231,,2dm-3290
2dm-1745,2,PPb,C2/m,880,FALSE,bottom-up,389,,2dm-3474
2dm-1746,2,ZrF4,P4/nbm,5271,TRUE,bottom-up,67,,2dm-4444
2dm-1747,2,FeGe2,P4/mmm,0,FALSE,bottom-up,363,371,2dm-3563
2dm-1748,2,CuCl,Pmma,614,FALSE,bottom-up,168,81,2dm-5106
2dm-1749,2,Sr5Sc,P1,0,FALSE,bottom-up,390,272,2dm-4891
2dm-175,2,HfBr3,C2/m,359,FALSE,bottom-up,0,,2dm-3906
2dm-1750,2,SiF3,P1,3887,FALSE,bottom-up,214,67,2dm-5235
2dm-1751,2,BF3,Pmc2_1,8582,FALSE,bottom-up,23,37,2dm-3521
2dm-1752,2,TaF4,P2_1/c,153,TRUE,bottom-up,205,45,2dm-5426
2dm-1753,2,Mn2Cl7,P2/c,75,TRUE,bottom-up,0,71,2dm-4014
2dm-1754,2,TcF4,P2_1/c,45,FALSE,bottom-up,0,64,2dm-5281
2dm-1755,2,Sr2Rh,P4/mmm,0,FALSE,bottom-up,154,195,2dm-3380
2dm-1756,2,ZrSn2,P4/nmm,0,FALSE,bottom-up,348,357,2dm-3413
2dm-1757,2,CoS,P4/nmm,0,FALSE,bottom-up,48,96,2dm-4022
2dm-1758,2,IrSe,P4/nmm,0,FALSE,bottom-up,326,130,2dm-4022
2dm-1759,2,TaS3,P-1,294,FALSE,bottom-up,74,50,2dm-4301
2dm-176,2,AgS,P-1,0,FALSE,bottom-up,0,68,2dm-4023
2dm-1760,2,MnCl3,P-3m1,722,TRUE,bottom-up,0,,2dm-3697
2dm-1761,2,TlBr3,Pmc2_1,786,TRUE,bottom-up,59,,2dm-3521
2dm-1762,2,Bi2Pd,P-3m1,0,FALSE,bottom-up,226,243,2dm-5830
2dm-1763,2,SnTe,Pmmn,1207,FALSE,bottom-up,130,110,2dm-3338
2dm-1764,2,TiBr4,P1,1706,FALSE,bottom-up,63,,2dm-4444
2dm-1765,2,ScI3,Pmmn,1450,FALSE,bottom-up,0,94,2dm-3582
2dm-1766,2,AuI,P-3m1,1055,TRUE,bottom-up,148,82,2dm-4972
2dm-1767,2,Mn2Br5,P2/c,0,FALSE,bottom-up,68,,2dm-4185
2dm-1768,2,MnCl4,P2_1/c,0,FALSE,bottom-up,0,,2dm-5281
2dm-1769,2,InTe,C2/m,1222,FALSE,bottom-up,9,145,2dm-3756
2dm-177,2,Te3P2,P2_1/m,175,FALSE,bottom-up,155,47,2dm-3583
2dm-1770,2,TcS2,P-3m1,0,FALSE,bottom-up,319,56,2dm-4839
2dm-1771,2,ScPb3,P6/mmm,0,FALSE,bottom-up,648,714,2dm-5552
2dm-1772,2,TaS2,C2/m,0,FALSE,bottom-up,20,90,2dm-5694
2dm-1773,2,GeF3,P1,3527,FALSE,bottom-up,59,61,2dm-5235
2dm-1774,2,Y2Br3,C2/m,703,FALSE,bottom-up,0,75,2dm-3786
2dm-1775,2,VSe3,P2_1/m,0,FALSE,bottom-up,58,74,2dm-4511
2dm-1777,2,Ga2S,P3,1024,TRUE,bottom-up,297,146,2dm-5781
2dm-1778,2,Nb2S3,P2_1/m,0,FALSE,bottom-up,87,171,2dm-3670
2dm-1779,2,As2S5,P2_1/c,95,FALSE,bottom-up,0,,
2dm-178,2,Tl4Te3,Pmn2_1,364,FALSE,bottom-up,177,221,2dm-3571
2dm-1780,2,Bi4F,P2/m,0,FALSE,bottom-up,174,129,2dm-5639
2dm-1781,2,TaTe2,P-1,0,FALSE,bottom-up,18,91,2dm-4500
2dm-1782,2,InBi3,P-3m1,173,TRUE,bottom-up,287,404,
2dm-1783,2,Sc2I5,P2_1/m,129,FALSE,bottom-up,0,90,2dm-5545
2dm-1784,2,Bi9Br2,P2_1/m,0,FALSE,bottom-up,74,95,2dm-3684
2dm-1785,2,Te3P2,P2_1/m,87,FALSE,bottom-up,156,110,2dm-4253
2dm-1786,2,AlF,Pbcm,799,TRUE,bottom-up,869,342,2dm-4627
2dm-1787,2,HgI2,P-3,1313,FALSE,bottom-up,86,90,2dm-5582
2dm-1788,2,MnBr4,P2_1/c,0,FALSE,bottom-up,11,,2dm-5281
2dm-1789,2,V2Te3,C2/m,0,FALSE,bottom-up,0,78,2dm-4351
2dm-179,2,ZrBr2,P-3m1,0,FALSE,bottom-up,72,79,2dm-3607
2dm-1790,2,Cr3Se4,P-3m1,0,FALSE,bottom-up,58,45,2dm-4728
2dm-1791,2,AlS,P-3m1,2096,FALSE,bottom-up,15,55,2dm-4063
2dm-1792,2,VSe2,P-1,0,FALSE,bottom-up,2,85,2dm-4500
2dm-1793,2,CrBr2,P2_1/c,323,FALSE,bottom-up,83,85,2dm-4342
2dm-1794,2,Ga2S,P3,1021,FALSE,bottom-up,300,157,2dm-4097
2dm-1795,2,Ca5Rh,Pmc2_1,0,FALSE,bottom-up,167,284,2dm-5064
2dm-1796,2,AlP3,P-3m1,718,FALSE,bottom-up,428,429,
2dm-1798,2,TlTe,P-1,652,TRUE,bottom-up,167,123,2dm-5155
2dm-1799,2,MgF2,P-4m2,6710,FALSE,bottom-up,236,92,2dm-4009
2dm-18,2,AuSe,Pmmn,0,FALSE,bottom-up,274,104,2dm-3486
2dm-180,2,CrF3,P-31m,3548,FALSE,bottom-up,69,48,2dm-3611
2dm-1800,2,InTe,P-1,1387,FALSE,bottom-up,0,90,2dm-5155
2dm-1801,2,Ti3Te2,P4/mmm,0,FALSE,bottom-up,75,69,2dm-3471
2dm-1802,2,CrS3,P2_1/c,490,TRUE,bottom-up,0,77,2dm-4138
2dm-1803,2,CoCl4,P2_1,0,FALSE,bottom-up,0,-28,2dm-5163
2dm-1804,2,AlP5,Pmc2_1,407,TRUE,bottom-up,367,129,2dm-3922
2dm-1805,2,TlP3,P-3m1,0,FALSE,bottom-up,327,350,
2dm-1806,2,Tc2F5,P2/c,0,FALSE,bottom-up,251,71,2dm-4185
2dm-1807,2,NbCl3,P-31m,0,FALSE,bottom-up,118,76,2dm-3549
2dm-1808,2,B4Se3,Pmn2_1,636,FALSE,bottom-up,485,,2dm-3571
2dm-1809,2,VBr4,P2_1/c,80,FALSE,bottom-up,0,,2dm-5426
2dm-181,2,BAs5,Pmc2_1,0,FALSE,bottom-up,682,414,2dm-3922
2dm-1810,2,TaS3,P2_1/m,128,FALSE,bottom-up,8,66,2dm-4511
2dm-1811,2,TeF,C2/m,1156,FALSE,bottom-up,200,101,2dm-4682
2dm-1812,2,TlSb5,Pmc2_1,718,TRUE,bottom-up,126,130,2dm-3922
2dm-1813,2,SnI3,P1,726,FALSE,bottom-up,136,,2dm-5235
2dm-1814,2,NF4,P1,1398,FALSE,bottom-up,0,136,2dm-4763
2dm-1815,2,Os4S5,P-1,0,FALSE,bottom-up,320,,2dm-4626
2dm-1816,2,Ta2O5,P2_1/m,3668,FALSE,bottom-up,246,,2dm-3664
2dm-1817,2,Re2F7,P2_1,48,FALSE,bottom-up,256,,2dm-5376
2dm-1819,2,Mn2Br7,P2/c,0,FALSE,bottom-up,0,,2dm-4014
2dm-182,2,ThCl2,P-6m2,28,FALSE,bottom-up,83,,2dm-3738
2dm-1820,2,NbCl5,P-1,2170,FALSE,bottom-up,39,102,
2dm-1821,2,SnSb2,Pmc2_1,710,FALSE,bottom-up,39,,2dm-4912
2dm-1822,2,Re2I5,P2/c,0,FALSE,bottom-up,769,,2dm-4185
2dm-1823,2,Tl2Se,P3,1278,FALSE,bottom-up,0,127,2dm-4097
2dm-1824,2,Sb2Pt,P-3m1,0,FALSE,bottom-up,285,267,2dm-5830
2dm-1825,2,GeSb3,P-3m1,0,FALSE,bottom-up,303,351,2dm-5824
2dm-1826,2,BaPb2,P-3m1,0,FALSE,bottom-up,659,749,2dm-5516
2dm-1827,2,As2Pd,P2_1/m,0,FALSE,bottom-up,273,192,2dm-4348
2dm-1828,2,Ta2O5,P2_1/m,2978,FALSE,bottom-up,130,,2dm-4298
2dm-1829,2,Te3W,P2_1/c,17,TRUE,bottom-up,82,92,2dm-4138
2dm-183,2,FeI3,P-31m,57,FALSE,bottom-up,15,,2dm-4487
2dm-1830,2,InSb3,P-3m1,463,TRUE,bottom-up,285,394,
2dm-1831,2,MgCu,P6/mmm,0,FALSE,bottom-up,438,333,2dm-5120
2dm-1832,2,TaCl4,P2_1/c,377,FALSE,bottom-up,119,,2dm-4128
2dm-1834,2,BiI3,P2_1/c,2413,FALSE,bottom-up,12,49,2dm-5217
2dm-1836,2,BeCu,P6/mmm,0,FALSE,bottom-up,933,,2dm-5120
2dm-1837,2,EuC2,C2/m,0,FALSE,bottom-up,779,,
2dm-1838,2,Y2F5,P2_1/m,446,FALSE,bottom-up,162,7,2dm-5545
2dm-1839,2,InN,P4/nmm,811,FALSE,bottom-up,634,153,2dm-3743
2dm-184,2,Sb2S3,P-3m1,710,FALSE,bottom-up,47,61,2dm-4453
2dm-1840,2,BiB,P4/nmm,0,FALSE,bottom-up,1102,61,2dm-3743
2dm-1841,2,MnS,P4/nmm,0,FALSE,bottom-up,119,81,2dm-5286
2dm-1842,2,Sn3Br8,P1,1232,TRUE,bottom-up,83,,2dm-3403
2dm-1843,2,InP5,Pmc2_1,1075,TRUE,bottom-up,106,93,2dm-3922
2dm-1844,2,Sn3Ir,P4/mbm,0,FALSE,bottom-up,210,,
2dm-1845,2,In2S,P3,722,TRUE,bottom-up,107,133,2dm-5781
2dm-1846,2,BaGe2,P-3m1,0,FALSE,bottom-up,1238,1304,2dm-5516
2dm-1847,2,ScBe5,P1,0,FALSE,bottom-up,669,304,2dm-4891
2dm-1848,2,ZnI2,P-4m2,2932,TRUE,bottom-up,6,112,2dm-3966
2dm-1849,2,Sc2F5,P2_1/m,677,FALSE,bottom-up,191,,2dm-5545
2dm-185,2,ReBr2,P-3m1,0,FALSE,bottom-up,512,81,2dm-3745
2dm-1850,2,Mn3Br8,C2/m,0,FALSE,bottom-up,0,,2dm-4993
2dm-1851,2,MoF2,P4/mbm,1648,TRUE,bottom-up,760,,2dm-5637
2dm-1852,2,AuS,P-1,320,FALSE,bottom-up,0,71,2dm-4023
2dm-1854,2,IN4,P2/m,338,FALSE,bottom-up,77,,2dm-5639
2dm-1855,2,PdC3,P1,0,FALSE,bottom-up,1258,,2dm-5866
2dm-1856,2,TiF3,P-1,400,TRUE,bottom-up,160,44,2dm-3805
2dm-1857,2,GaP3,P-3m1,748,FALSE,bottom-up,326,324,
2dm-1858,2,CoSi3,P42_12,0,FALSE,bottom-up,362,280,
2dm-1859,2,Sc2S3,P1,1602,FALSE,bottom-up,263,350,
2dm-186,2,ZnBr2,P-4m2,3379,FALSE,bottom-up,10,81,2dm-5027
2dm-1860,2,MnF2,P-3m1,3736,TRUE,bottom-up,90,56,2dm-3728
2dm-1861,2,Bi2O5,Pmn2_1,43,TRUE,bottom-up,507,,2dm-3519
2dm-1862,2,Mg2N,P-3m1,0,FALSE,bottom-up,359,236,2dm-3665
2dm-1863,2,CoPb3,P4/mbm,0,FALSE,bottom-up,307,,
2dm-1864,2,AlF,P4mm,0,FALSE,bottom-up,,428,2dm-3775
2dm-1865,2,InAs3,P-3m1,654,FALSE,bottom-up,277,382,
2dm-1866,2,Te3N2,P2_1/m,0,FALSE,bottom-up,755,145,2dm-4253
2dm-1867,2,CuF,P-3m1,0,FALSE,bottom-up,235,,2dm-4972
2dm-1868,2,B3Ir,P-6m2,0,FALSE,bottom-up,1805,983,2dm-3758
2dm-1869,2,NbTe3,P-1,0,FALSE,bottom-up,88,,2dm-4301
2dm-187,2,Cu2Te,Pmma,0,FALSE,bottom-up,149,147,2dm-4629
2dm-1870,2,NbF4,P2_1/c,127,FALSE,bottom-up,88,43,2dm-5426
2dm-1871,2,V3Cl8,P3m1,220,TRUE,bottom-up,36,69,2dm-5497
2dm-1872,2,Bi9F2,P2_1/m,0,FALSE,bottom-up,164,,2dm-3684
2dm-1873,2,P3C,P-3m1,0,FALSE,bottom-up,457,185,2dm-5824
2dm-1874,2,As2Pt,C2/m,0,FALSE,bottom-up,441,,2dm-5830
2dm-1876,2,Sn3Pt,P4/mbm,0,FALSE,bottom-up,165,176,2dm-5866
2dm-1877,2,HgF2,P-3,1962,TRUE,bottom-up,58,160,2dm-5582
2dm-1878,2,Y2Se3,P1,1642,FALSE,bottom-up,274,369,
2dm-1879,2,P3Pb,P-3m1,530,FALSE,bottom-up,170,257,2dm-5824
2dm-188,2,NiP2,P-3m1,0,FALSE,bottom-up,411,,2dm-5830
2dm-1880,2,Tl2S3,P-62m,758,TRUE,bottom-up,295,,2dm-3796
2dm-1881,2,RhC3,P-1,0,FALSE,bottom-up,1070,,
2dm-1882,2,N9Cl2,P2_1/m,0,FALSE,bottom-up,0,,2dm-3684
2dm-1884,2,Sb2O5,Pmn2_1,1239,TRUE,bottom-up,448,,2dm-3519
2dm-1885,2,Se3N2,P2_1/m,0,FALSE,bottom-up,841,144,2dm-4253
2dm-1886,2,N2O3,P1,1434,TRUE,bottom-up,225,,2dm-3968
2dm-1887,2,B2S,P1,569,FALSE,bottom-up,373,-99,2dm-5781
2dm-1888,2,HgF2,P-4m2,2243,TRUE,bottom-up,194,241,2dm-3966
2dm-1889,2,CeC5,Pmmm,0,FALSE,bottom-up,1764,885,2dm-5724
2dm-189,2,PrSe3,P4/nmm,0,FALSE,bottom-up,28,47,2dm-3067
2dm-1890,2,CoGe3,P4/mbm,0,FALSE,bottom-up,233,,
2dm-1891,2,P4I,P2/m,0,FALSE,bottom-up,93,,2dm-5639
2dm-1892,2,Si3I8,P1,1408,FALSE,bottom-up,229,,2dm-3403
2dm-1893,2,Sb2Te5,P2_1/c,335,TRUE,bottom-up,880,95,
2dm-1894,2,Ge3Pd,P4/mbm,0,FALSE,bottom-up,275,189,2dm-5866
2dm-1895,2,AsF3,P2_1/c,5172,TRUE,bottom-up,29,64,2dm-4881
2dm-1896,2,CrF2,C2/m,2795,FALSE,bottom-up,89,99,2dm-3623
2dm-1897,2,InF,Pbcm,2110,FALSE,bottom-up,5,72,2dm-4627
2dm-1898,2,TlBi5,Pmc2_1,92,TRUE,bottom-up,206,,2dm-3922
2dm-1899,2,FeI4,P2_1/c,0,FALSE,bottom-up,41,,2dm-4073
2dm-19,2,HfCl2,P2_1/m,862,FALSE,bottom-up,45,64,
2dm-190,2,ScBr3,Pmmn,2214,FALSE,bottom-up,0,78,2dm-3582
2dm-1900,2,BF,Pbcm,0,FALSE,bottom-up,638,199,2dm-4627
2dm-1901,2,CrTe2,P2_1/m,0,FALSE,bottom-up,28,,2dm-3497
2dm-1902,2,MoI4,P-1,0,FALSE,bottom-up,0,,2dm-4793
2dm-1903,2,VTe3,P-1,0,FALSE,bottom-up,74,,2dm-4301
2dm-1904,2,Sb2O3,Pmn2_1,3531,FALSE,bottom-up,11,,2dm-3779
2dm-1905,2,NiS,P4/nmm,0,FALSE,bottom-up,86,105,2dm-5133
2dm-1906,2,CoBr4,P2_1/c,0,FALSE,bottom-up,24,,2dm-5163
2dm-1907,2,Re2I7,Pc,28,FALSE,bottom-up,141,,2dm-4014
2dm-1908,2,NiPb3,P4/mbm,0,FALSE,bottom-up,167,139,2dm-5866
2dm-1909,2,TaSe3,P2_1/m,0,FALSE,bottom-up,17,61,2dm-5258
2dm-191,2,WSe2,P2_1/m,20,FALSE,bottom-up,95,75,2dm-5630
2dm-1910,2,BP3,P-3m1,0,FALSE,bottom-up,391,155,
2dm-1911,2,VI3,P-31m,86,FALSE,bottom-up,0,97,2dm-3549
2dm-1912,2,FeF2,P-3m1,0,FALSE,bottom-up,431,,2dm-5593
2dm-1913,2,Sn3Rh,P4/mbm,0,FALSE,bottom-up,163,228,
2dm-1914,2,P4C3,P-6m2,144,FALSE,bottom-up,722,,2dm-4745
2dm-1915,2,La2Cl3,C2/m,287,FALSE,bottom-up,53,,2dm-3786
2dm-1916,2,S5N2,P2_1,379,TRUE,bottom-up,64,,
2dm-1917,2,NiGe4,P4/nbm,0,FALSE,bottom-up,264,225,2dm-3525
2dm-1918,2,Si3P4,Amm2,0,FALSE,bottom-up,758,,2dm-4745
2dm-1919,2,Tc2I5,P2/c,0,FALSE,bottom-up,369,,2dm-4185
2dm-192,2,La2F3,C2/m,544,FALSE,bottom-up,241,,2dm-3786
2dm-1920,2,Si3N4,Amm2,0,FALSE,bottom-up,1305,,2dm-4745
2dm-1921,2,PI4,P-1,0,FALSE,bottom-up,83,105,2dm-4763
2dm-1922,2,LuC2,P4/mmm,0,FALSE,bottom-up,777,,2dm-3059
2dm-1923,2,Sc2Te3,P1,278,TRUE,bottom-up,189,249,
2dm-1924,2,WI4,P1,35,FALSE,bottom-up,171,,2dm-4502
2dm-1925,2,NbI4,P2_1/c,0,FALSE,bottom-up,93,,2dm-5426
2dm-1927,2,Re2Br7,P2_1,57,FALSE,bottom-up,0,,2dm-5376
2dm-1929,2,Hf3S2,P4/mmm,0,FALSE,bottom-up,42,109,2dm-3471
2dm-193,2,As3C,P-3m1,44,FALSE,bottom-up,637,151,2dm-5503
2dm-1930,2,PdN2,P-1,32,FALSE,bottom-up,258,,2dm-4348
2dm-1931,2,NiBi2,P-3m1,0,FALSE,bottom-up,138,225,2dm-5830
2dm-1932,2,Si3Pd,P42_12,0,FALSE,bottom-up,347,147,2dm-5866
2dm-1933,2,NiTe,P4/nmm,0,FALSE,bottom-up,74,130,2dm-5133
2dm-1934,2,BiPb,C2/m,298,TRUE,bottom-up,254,,2dm-3474
2dm-1935,2,UF4,C2/m,384,FALSE,bottom-up,78,,2dm-3675
2dm-1936,2,InN3,C2/m,490,FALSE,bottom-up,521,108,
2dm-1937,2,BSe,C2/m,1739,TRUE,bottom-up,0,57,2dm-3756
2dm-1938,2,Pb3Cl8,P1,659,FALSE,bottom-up,115,,2dm-3403
2dm-1939,2,CF3,P1,3316,FALSE,bottom-up,365,,2dm-5235
2dm-194,2,AgTe,P4/nmm,0,FALSE,bottom-up,151,162,2dm-5007
2dm-1940,2,Ga2Te3,P-62m,1408,TRUE,bottom-up,188,,2dm-3796
2dm-1941,2,B2S,P3,56,FALSE,bottom-up,545,-8,2dm-4097
2dm-1942,2,SiN2,Pmc2_1,691,FALSE,bottom-up,732,64,2dm-3619
2dm-1943,2,P2Pt,C2/m,0,FALSE,bottom-up,700,,2dm-5830
2dm-1944,2,PdPb3,P4/mbm,0,FALSE,bottom-up,109,162,2dm-5866
2dm-1945,2,P4Br,P2/m,0,FALSE,bottom-up,123,58,2dm-5639
2dm-1946,2,AuS2,P-3m1,0,FALSE,bottom-up,72,245,2dm-3587
2dm-1947,2,Bi2S5,P2_1/c,475,FALSE,bottom-up,45,51,
2dm-1948,2,CoTe,P4/nmm,0,FALSE,bottom-up,86,122,2dm-4022
2dm-1949,2,AgBr,Pmma,953,FALSE,bottom-up,100,117,2dm-5106
2dm-195,2,SeCl,C2/m,1526,TRUE,bottom-up,35,72,2dm-4682
2dm-1950,2,Tc2I7,P2/c,0,FALSE,bottom-up,0,,2dm-4014
2dm-1951,2,PtSe,P4/nmm,0,FALSE,bottom-up,483,213,2dm-5133
2dm-1952,2,TaI4,P2_1/c,0,FALSE,bottom-up,146,,2dm-5426
2dm-1953,2,VBr5,P1,0,FALSE,bottom-up,,,
2dm-1954,2,MnTe2,P-3m1,0,FALSE,bottom-up,0,70,2dm-4839
2dm-1955,2,TaS2,P-1,139,FALSE,bottom-up,16,90,2dm-4500
2dm-1956,2,Sn3Cl8,P1,2203,TRUE,bottom-up,63,,2dm-3403
2dm-1957,2,ReBr3,P-3m1,1248,FALSE,bottom-up,0,,2dm-3697
2dm-1958,2,Ge3Br8,P1,1406,FALSE,bottom-up,76,,2dm-3403
2dm-1959,2,Ag18S11,P1,0,FALSE,bottom-up,57,,
2dm-196,2,AlI,Pbcm,1770,FALSE,bottom-up,516,,2dm-4627
2dm-1960,2,Si3F8,P1,3885,TRUE,bottom-up,280,,2dm-3403
2dm-1961,2,P9I2,P2_1/m,0,FALSE,bottom-up,89,29,2dm-3684
2dm-1962,2,Sb2Se5,P2_1/c,632,FALSE,bottom-up,87,51,
2dm-1963,2,P4F,P-1,0,FALSE,bottom-up,330,196,2dm-5639
2dm-1964,2,Nb3F8,P3m1,211,FALSE,bottom-up,170,49,
2dm-1965,2,Mn2Cl5,P2/c,0,FALSE,bottom-up,0,,2dm-4185
2dm-1966,2,Pb3Br8,P1,1196,FALSE,bottom-up,93,,2dm-3403
2dm-1967,2,CoB3,P-6m2,0,FALSE,bottom-up,2242,1477,2dm-3758
2dm-1968,2,VF5,P-1,2631,FALSE,bottom-up,,41,
2dm-1969,2,CrSe3,P2_1/c,378,FALSE,bottom-up,16,82,2dm-4138
2dm-197,2,OsI3,P-31m,82,FALSE,bottom-up,156,98,2dm-4487
2dm-1971,2,VI5,P-1,0,FALSE,bottom-up,,,
2dm-1972,2,NiSn3,P4/mbm,0,FALSE,bottom-up,123,143,2dm-5866
2dm-1973,2,ScC3,P-6m2,0,FALSE,bottom-up,1349,507,2dm-5552
2dm-1974,2,AlN5,Pmc2_1,0,FALSE,bottom-up,893,,2dm-3922
2dm-1975,2,PtN2,P-3m1,0,FALSE,bottom-up,1318,133,2dm-5830
2dm-1976,2,VF3,P-31m,2207,FALSE,bottom-up,103,46,2dm-3549
2dm-1977,2,TlN5,Pmc2_1,2720,FALSE,bottom-up,794,22,2dm-3922
2dm-1978,2,TeF,P-1,0,FALSE,bottom-up,221,139,2dm-3502
2dm-1979,2,AsCl3,P2_1/c,3645,FALSE,bottom-up,27,71,2dm-5329
2dm-198,2,PdS,P-3m1,0,FALSE,bottom-up,255,40,2dm-3377
2dm-1980,2,Pb3N4,Amm2,137,TRUE,bottom-up,401,,2dm-4745
2dm-1981,2,TaI4,P2_1/c,218,FALSE,bottom-up,106,,2dm-4128
2dm-1982,2,TaF5,P-1,5882,FALSE,bottom-up,92,,
2dm-1983,2,Tc2Cl7,P2_1,0,FALSE,bottom-up,115,,2dm-5376
2dm-1984,2,ZnF2,P-4m2,4675,TRUE,bottom-up,143,,2dm-3966
2dm-1985,2,TaBr4,P2_1/c,185,TRUE,bottom-up,200,,2dm-4128
2dm-1986,2,In2S,P3,710,FALSE,bottom-up,108,135,2dm-4097
2dm-1987,2,Ag18Te11,P1,0,FALSE,bottom-up,38,,
2dm-1988,2,Si3As4,P1,393,TRUE,bottom-up,422,,2dm-4745
2dm-1989,2,Re2Cl7,P2_1,12,FALSE,bottom-up,270,,2dm-5376
2dm-199,2,GeSe2,P-3m1,0,FALSE,bottom-up,146,83,2dm-3203
2dm-1990,2,PdN2,P4/mmm,3,FALSE,bottom-up,657,,2dm-5531
2dm-1991,2,Ge3N4,P-6m2,1741,TRUE,bottom-up,643,,2dm-4745
2dm-1992,2,WSe3,P2_1/c,0,FALSE,bottom-up,158,80,2dm-4138
2dm-1993,2,PF3,P2_1/c,4480,FALSE,bottom-up,220,,2dm-4881
2dm-1994,2,SbBr3,P2_1/c,2426,FALSE,bottom-up,0,82,2dm-5329
2dm-1995,2,HfCl4,P1,3381,FALSE,bottom-up,87,,2dm-4444
2dm-1996,2,BiCl3,P2_1/c,3433,FALSE,bottom-up,0,73,2dm-5329
2dm-1997,2,BiI3,P2_1/c,2480,FALSE,bottom-up,9,94,2dm-5329
2dm-1998,2,SbI3,P2_1/c,2098,FALSE,bottom-up,10,95,2dm-5329
2dm-1999,2,PCl3,P2_1/c,3791,FALSE,bottom-up,34,,2dm-5329
2dm-2,2,Ba2Sb,P-3m1,0,FALSE,bottom-up,300,210,2dm-3279
2dm-20,2,Al2S5,P1,2209,TRUE,bottom-up,0,84,2dm-4306
2dm-200,2,CI3,P1,161,TRUE,bottom-up,889,,2dm-5235
2dm-2000,2,OsCl3,P-31m,153,FALSE,bottom-up,81,75,2dm-5837
2dm-2004,2,LaPb3,P6/mmm,0,FALSE,bottom-up,694,,2dm-5552
2dm-2005,2,AsI3,P2_1/c,2101,FALSE,bottom-up,8,94,2dm-5329
2dm-2006,2,BiF3,P2_1/c,3556,TRUE,bottom-up,146,179,2dm-5329
2dm-2007,2,MoSe3,P2_1/c,0,FALSE,bottom-up,148,85,2dm-4138
2dm-2008,2,SbCl3,P2_1/c,3148,FALSE,bottom-up,21,74,2dm-5329
2dm-2009,2,PI3,P2_1/c,1921,FALSE,bottom-up,20,102,2dm-5329
2dm-201,2,TiSe3,P2_1/m,0,FALSE,bottom-up,17,58,2dm-3417
2dm-2010,2,I3N,P2_1/c,449,FALSE,bottom-up,738,162,2dm-5329
2dm-2011,2,Ge3F8,P1,2115,FALSE,bottom-up,84,,2dm-3403
2dm-2012,2,La5Cl8,P2/m,0,FALSE,bottom-up,110,,2dm-4448
2dm-2013,2,RuS2,P-3m1,0,FALSE,bottom-up,416,212,2dm-4510
2dm-2014,2,ThSi2,P4/mmm,0,FALSE,bottom-up,877,912,2dm-3140
2dm-2015,2,CuBr2,P-4m2,0,FALSE,bottom-up,45,,2dm-4593
2dm-2016,2,ZnTe,P4/nmm,748,TRUE,bottom-up,130,93,2dm-4928
2dm-2017,2,NdSe3,P6/mmm,0,FALSE,bottom-up,596,495,2dm-4698
2dm-2018,2,HgH,P6mm,0,FALSE,bottom-up,713,331,2dm-5122
2dm-2019,2,GeF2,P-6m2,2884,FALSE,bottom-up,400,,2dm-3455
2dm-202,2,AlBr,Pbcm,2280,FALSE,bottom-up,603,85,2dm-4627
2dm-2020,2,SiF2,P-6m2,1815,FALSE,bottom-up,1203,279,2dm-3455
2dm-2021,2,HfS,P4/nmm,0,FALSE,bottom-up,516,142,2dm-3004
2dm-2022,2,PN,P1,1713,FALSE,bottom-up,207,,2dm-5216
2dm-2023,2,Ge3As4,C2,0,FALSE,bottom-up,298,82,2dm-5191
2dm-2024,2,ZrCl4,P4/mmm,1706,FALSE,bottom-up,140,0,2dm-5172
2dm-2025,2,ThPb2,P4/mmm,0,FALSE,bottom-up,480,331,2dm-3140
2dm-2026,2,As4C3,C2,0,FALSE,bottom-up,1204,161,2dm-5191
2dm-2027,2,SbTe,P4/nmm,0,FALSE,bottom-up,1074,-7,2dm-3899
2dm-2028,2,AlS,P3m1,300,FALSE,bottom-up,,353,2dm-3782
2dm-2029,2,Si3P4,C2,332,FALSE,bottom-up,290,122,2dm-5191
2dm-203,2,AgSe2,P-3m1,0,FALSE,bottom-up,388,380,2dm-3587
2dm-2030,2,Ag2Se,P6/mmm,0,FALSE,bottom-up,188,55,2dm-3422
2dm-2031,2,Al2O3,P-3m1,5464,FALSE,bottom-up,,19,2dm-3783
2dm-2032,2,AgSe2,P-4m2,0,FALSE,bottom-up,158,-8,2dm-4374
2dm-2033,2,CeTe,P4/nmm,0,FALSE,bottom-up,210,,2dm-3397
2dm-2034,2,BS,P3m1,776,FALSE,bottom-up,,201,2dm-3782
2dm-2035,2,BaF2,Pmma,4563,FALSE,bottom-up,441,320,2dm-5328
2dm-2036,2,Cd3Cu,P6/mmm,0,FALSE,bottom-up,408,489,2dm-4094
2dm-2037,2,AgO,Pmc2_1,486,FALSE,bottom-up,164,,2dm-4904
2dm-2038,2,Ba2Bi,Pmm2,0,FALSE,bottom-up,,603,2dm-4910
2dm-2039,2,PdI2,P-1,0,FALSE,bottom-up,199,79,2dm-5213
2dm-204,2,RhSe2,P-3m1,0,FALSE,bottom-up,125,195,2dm-3401
2dm-2040,2,SbCl4,P1,414,FALSE,bottom-up,244,246,2dm-5151
2dm-2041,2,GeS,Pbcm,472,FALSE,bottom-up,83,,2dm-4574
2dm-2042,2,BaBr2,Pmma,2646,TRUE,bottom-up,218,210,2dm-5328
